3055,hintonburg_mechanicsville_3055,5175,105,4280,130,180,345,30,15,90,5555,0.482517483,0.00979021,0.399067599,0.012121212,0.016783217,0.032167832,0.002797203,0.001398601,0.008391608,0.517948718,60,0.12,0.3,9540,0.88951049,4505,0.42004662,480,0.338028169,120,430,655,820,380,340,0.043636364,0.156363636,0.238181818,0.298181818,0.138181818,0.123636364,815,1285,400,120,125,0.296363636,0.467272727,0.145454545,0.043636364,0.045454545,2270,30,100,0.945833333,0.0125,0.041666667,325,6775,5825,190,1025,100,4510,2470,1570,215,0.045774648,0.954225352,0.820422535,0.026760563,0.144366197,0.014084507,0.635211268,0.347887324,0.221126761,0.03028169,6215,20,0.003218021,2570,2170,710,1465,1,0.844357977,0.276264591,0.570038911,67500,80400,46800,51000,100000,112600,3055
3056,hunt_club_park_3056,7045,140,4075,105,55,2510,75,0,85,1470,0.827849589,0.016451234,0.478848414,0.012338425,0.006462985,0.294947121,0.008813161,0,0.009988249,0.172737955,95,0.182692308,0.3,6300,0.739870816,2980,0.34997064,730,0.415954416,90,420,590,610,375,395,0.036290323,0.169354839,0.237903226,0.245967742,0.151209677,0.159274194,685,1230,410,100,55,0.276209677,0.495967742,0.165322581,0.040322581,0.022177419,1990,60,45,0.949880668,0.028639618,0.021479714,420,4085,3085,180,925,130,1860,1245,380,80,0.093126386,0.905764967,0.684035477,0.039911308,0.205099778,0.028824834,0.412416851,0.276053215,0.084257206,0.017738359,2940,135,0.045918367,2365,1760,1070,685,1,0.744186047,0.45243129,0.289640592,91000,103200,54400,56400,104000,114200,3056
3057,industrial_east_3057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3057
3058,iris_3058,3690,85,2855,205,25,385,80,0,55,1985,0.648506151,0.014938489,0.501757469,0.03602812,0.004393673,0.067662566,0.014059754,0,0.009666081,0.348857645,50,0.166666667,0.3,4645,0.817062445,1505,0.26473175,305,0.337016575,95,360,450,380,360,340,0.047979798,0.181818182,0.227272727,0.191919192,0.181818182,0.171717172,560,940,310,90,75,0.282828283,0.474747475,0.156565657,0.045454545,0.037878788,1520,30,50,0.947040498,0.018691589,0.031152648,245,2890,2290,140,885,60,1200,745,345,40,0.078025478,0.920382166,0.729299363,0.044585987,0.281847134,0.01910828,0.382165605,0.237261146,0.109872611,0.012738854,2510,25,0.009960159,1440,1140,480,655,1,0.791666667,0.333333333,0.454861111,70500,81500,43600,46900,89000,97500,3058
3059,island_park_wellington_village_3059,2940,35,2530,15,170,95,0,0,95,2505,0.538955087,0.006416132,0.463794684,0.002749771,0.03116407,0.017415215,0,0,0.017415215,0.459211732,0,0,0.4,5100,0.934065934,2550,0.467032967,265,0.224576271,20,95,285,340,145,145,0.019417476,0.09223301,0.276699029,0.330097087,0.140776699,0.140776699,340,485,140,35,30,0.330097087,0.470873786,0.13592233,0.033980583,0.029126214,890,30,25,0.941798942,0.031746032,0.026455026,55,2880,2635,20,310,25,2285,1080,820,185,0.018739353,0.981260647,0.897785349,0.00681431,0.105621806,0.008517888,0.778534923,0.367972743,0.279386712,0.063032368,2240,30,0.013392857,1550,1465,810,660,1,0.94516129,0.522580645,0.425806452,120000,169200,56800,61800,157000,210800,3059
3060,kanata_lakes_3060,11610,375,7970,845,240,1920,130,0,130,7775,0.598762249,0.019339866,0.411036617,0.043579165,0.012377514,0.099020113,0.006704487,0,0.006704487,0.400979887,85,0.101190476,0.3,13595,0.701134605,5305,0.273594636,760,0.174913694,110,455,995,1210,680,490,0.027918782,0.115482234,0.252538071,0.307106599,0.172588832,0.124365482,1375,1480,625,230,225,0.348984772,0.375634518,0.158629442,0.058375635,0.057106599,3255,115,80,0.943478261,0.033333333,0.023188406,205,9620,8690,150,1285,235,7015,3565,2435,530,0.02086514,0.97913486,0.884478372,0.015267176,0.130788804,0.023918575,0.713994911,0.362849873,0.24783715,0.05394402,7305,285,0.039014374,5670,5115,2970,2145,1,0.902116402,0.523809524,0.378306878,108000,124100,60800,63650,127000,142200,3060
3061,katimavik_hazeldean_3061,7085,150,6035,215,60,520,40,0,65,4055,0.635996409,0.013464991,0.541741472,0.01929982,0.005385996,0.046678636,0.003590664,0,0.005834829,0.364003591,40,0.059259259,0.2,9755,0.876066457,2965,0.266277503,510,0.219354839,115,580,785,640,375,520,0.03814262,0.192371476,0.260364842,0.212271973,0.124378109,0.172470978,1155,1105,535,125,90,0.383084577,0.366500829,0.177446103,0.04145937,0.029850746,2515,80,60,0.947269303,0.030131827,0.02259887,345,5720,4745,235,1760,110,2645,1715,665,95,0.056883759,0.943116241,0.782357791,0.038746908,0.290189613,0.018136851,0.436108821,0.282769992,0.109645507,0.015663644,4335,110,0.025374856,3395,2835,1490,1350,1,0.835051546,0.438880707,0.397643594,94000,104300,52000,53700,105000,117400,3061
3062,kinburn_3062,1875,10,1780,0,10,45,0,0,30,810,0.698324022,0.003724395,0.662942272,0,0.003724395,0.016759777,0,0,0.011173184,0.301675978,0,0,0.2,2655,0.988826816,690,0.25698324,130,0.224137931,120,285,270,185,65,70,0.120603015,0.286432161,0.271356784,0.185929648,0.065326633,0.070351759,195,360,285,120,30,0.195979899,0.361809045,0.286432161,0.120603015,0.030150754,680,110,10,0.85,0.1375,0.0125,95,1375,1045,105,500,30,410,260,115,0,0.06440678,0.93220339,0.708474576,0.071186441,0.338983051,0.020338983,0.277966102,0.176271186,0.077966102,0,970,10,0.010309278,805,750,435,315,1,0.931677019,0.540372671,0.391304348,108000,112000,41200,54000,118000,122200,3062
3063,laurentian_3063,6465,60,5470,145,415,280,0,0,95,4470,0.590680676,0.005481955,0.499771585,0.013248058,0.037916857,0.025582458,0,0,0.008679762,0.408405665,55,0.106796117,0.3,9930,0.907263591,4310,0.393787117,475,0.209251101,100,305,580,670,355,360,0.042283298,0.128964059,0.245243129,0.283298097,0.150105708,0.152219873,815,985,395,80,90,0.344608879,0.416490486,0.167019027,0.033826638,0.038054968,1920,35,100,0.932038835,0.016990291,0.048543689,190,5495,4855,135,835,65,3820,1960,1310,210,0.033421284,0.966578716,0.854001759,0.023746702,0.146877748,0.011433597,0.671943712,0.344766931,0.230430959,0.036939314,4800,70,0.014583333,3130,2650,1360,1295,1,0.846645367,0.434504792,0.413738019,92000,116200,47200,53650,126000,145600,3063
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3065,ledbury_heron_gate_ridgemont_3065,11320,175,6290,235,20,4455,30,0,115,2680,0.808571429,0.0125,0.449285714,0.016785714,0.001428571,0.318214286,0.002142857,0,0.008214286,0.191428571,435,0.348,0.3,8965,0.640585924,3695,0.264022865,1320,0.362139918,205,610,1010,755,465,1125,0.049160671,0.146282974,0.242206235,0.181055156,0.111510791,0.269784173,1125,1710,715,315,305,0.269784173,0.410071942,0.17146283,0.075539568,0.073141487,3250,50,70,0.964391691,0.014836795,0.020771513,1490,5875,4290,410,1470,215,2195,1370,555,65,0.202308215,0.797691785,0.582484725,0.055668703,0.199592668,0.029192125,0.298031229,0.186014936,0.075356415,0.008825526,5525,100,0.018099548,3205,2085,1295,795,1,0.650546022,0.404056162,0.248049922,56400,63900,32400,38160,70500,77200,3065
3066,leslie_park_bruce_farm_3066,1790,55,1460,40,70,130,0,0,35,1135,0.613013699,0.018835616,0.5,0.01369863,0.023972603,0.044520548,0,0,0.011986301,0.38869863,0,0,0.3,2480,0.849315068,965,0.330479452,125,0.263157895,65,140,185,185,135,105,0.079268293,0.170731707,0.225609756,0.225609756,0.164634146,0.12804878,180,410,130,40,50,0.219512195,0.5,0.158536585,0.048780488,0.06097561,635,10,0,0.976923077,0.015384615,0,50,1615,1325,55,410,60,805,535,170,25,0.02994012,0.967065868,0.793413174,0.032934132,0.245508982,0.035928144,0.482035928,0.320359281,0.101796407,0.01497006,1355,15,0.011070111,820,640,275,360,1,0.780487805,0.335365854,0.43902439,84000,91400,53600,61400,96000,106600,3066
3067,lowertown_east_3067,4505,25,3460,60,105,730,10,0,115,2260,0.665927568,0.003695492,0.511456024,0.00886918,0.015521064,0.107908352,0.001478197,0,0.016999261,0.334072432,95,0.220930233,0.3,4510,0.666666667,3105,0.458980044,820,0.648221344,30,190,340,305,265,395,0.019607843,0.124183007,0.222222222,0.199346405,0.173202614,0.258169935,365,750,215,100,100,0.238562092,0.490196078,0.140522876,0.065359477,0.065359477,1235,0,40,0.96484375,0,0.03125,445,3130,2535,165,590,90,1690,925,520,90,0.124475524,0.875524476,0.709090909,0.046153846,0.165034965,0.025174825,0.472727273,0.258741259,0.145454545,0.025174825,3630,40,0.011019284,1420,970,395,585,1,0.683098592,0.278169014,0.411971831,49200,61050,29200,39680,76500,85700,3067
3068,lowertown_west_3068,2900,40,2330,75,75,290,45,10,35,2420,0.545625588,0.00752587,0.438381938,0.014111007,0.014111007,0.054562559,0.008466604,0.001881468,0.006585136,0.455315146,0,0,0.3,4240,0.797742239,2540,0.477892756,125,0.531914894,75,200,390,305,270,255,0.049833887,0.132890365,0.259136213,0.202657807,0.179401993,0.169435216,455,645,250,80,80,0.302325581,0.428571429,0.166112957,0.053156146,0.053156146,1235,20,70,0.932075472,0.01509434,0.052830189,145,3380,2975,90,535,50,2295,1155,840,170,0.041076487,0.957507082,0.842776204,0.025495751,0.151558074,0.014164306,0.650141643,0.327195467,0.23796034,0.04815864,3475,0,0,1215,1050,150,900,1,0.864197531,0.12345679,0.740740741,64500,76400,51600,54350,96000,106000,3068
3069,manor_park_3069,5750,40,5025,40,50,520,0,10,65,2390,0.705521472,0.004907975,0.616564417,0.004907975,0.006134969,0.063803681,0,0.001226994,0.00797546,0.293251534,65,0.168831169,0.3,5365,0.658282209,4095,0.502453988,705,0.552941176,120,390,490,465,300,325,0.057416268,0.186602871,0.234449761,0.222488038,0.14354067,0.155502392,580,935,345,100,130,0.277511962,0.447368421,0.16507177,0.04784689,0.062200957,1665,30,70,0.940677966,0.016949153,0.039548023,430,3965,3210,195,820,70,2130,1230,625,115,0.097727273,0.901136364,0.729545455,0.044318182,0.186363636,0.015909091,0.484090909,0.279545455,0.142045455,0.026136364,4250,10,0.002352941,2225,1735,720,1015,1,0.779775281,0.323595506,0.456179775,64000,78100,43600,47880,83000,101100,3069
3070,manotick_3070,7290,40,6755,135,55,245,0,0,60,3050,0.702989392,0.003857281,0.651398264,0.013018322,0.005303761,0.023625844,0,0,0.005785921,0.294117647,40,0.082474227,0.3,9640,0.929156627,3375,0.325301205,645,0.297235023,115,485,805,630,310,220,0.044921875,0.189453125,0.314453125,0.24609375,0.12109375,0.0859375,625,895,800,155,85,0.244140625,0.349609375,0.3125,0.060546875,0.033203125,2025,150,10,0.926773455,0.068649886,0.004576659,165,4940,4150,170,1100,150,2725,1695,655,160,0.032352941,0.968627451,0.81372549,0.033333333,0.215686275,0.029411765,0.534313725,0.332352941,0.128431373,0.031372549,3820,130,0.034031414,3260,3005,1545,1460,1,0.921779141,0.47392638,0.447852761,128000,152200,55200,72400,140000,167200,3070
3071,marlborough_3071,1545,10,1510,0,0,0,0,10,15,715,0.685144124,0.00443459,0.66962306,0,0,0,0,0.00443459,0.006651885,0.317073171,0,0,0.3,2205,0.977827051,550,0.243902439,115,0.244680851,70,215,230,145,50,95,0.086956522,0.267080745,0.285714286,0.180124224,0.062111801,0.118012422,90,205,285,150,70,0.111801242,0.254658385,0.354037267,0.186335404,0.086956522,465,125,0,0.788135593,0.211864407,0,80,1140,865,95,395,35,340,220,85,10,0.06557377,0.93442623,0.709016393,0.077868852,0.323770492,0.028688525,0.278688525,0.180327869,0.069672131,0.008196721,840,35,0.041666667,705,620,300,325,1,0.879432624,0.425531915,0.460992908,101000,113600,54000,54000,115000,124400,3071
3072,merivale_gardens_grenfell_glen_pineglen_country_place_3072,2055,35,1875,0,40,60,20,0,25,885,0.696610169,0.011864407,0.63559322,0,0.013559322,0.020338983,0.006779661,0,0.008474576,0.3,0,0,0.3,2665,0.903389831,1075,0.36440678,130,0.270833333,35,85,205,245,70,60,0.04964539,0.120567376,0.290780142,0.34751773,0.09929078,0.085106383,215,290,150,35,15,0.304964539,0.411347518,0.212765957,0.04964539,0.021276596,525,10,10,0.972222222,0.018518519,0.018518519,55,1285,1090,45,255,35,745,475,185,40,0.041044776,0.958955224,0.813432836,0.03358209,0.190298507,0.026119403,0.555970149,0.354477612,0.138059701,0.029850746,1140,15,0.013157895,930,835,390,450,1,0.897849462,0.419354839,0.483870968,130000,141600,58000,79500,146000,154800,3072
3073,metcalfe_3073,4135,0,4090,10,0,35,0,0,0,1700,0.707442258,0,0.69974337,0.001710864,0,0.005988024,0,0,0,0.290846878,0,0,0.2,5515,0.944349315,1930,0.330479452,475,0.358490566,190,590,600,345,150,205,0.091127098,0.282973621,0.287769784,0.165467626,0.071942446,0.098321343,490,725,650,160,55,0.23501199,0.347721823,0.3117506,0.076738609,0.026378897,1435,210,30,0.856716418,0.125373134,0.017910448,235,3035,2240,225,1065,80,865,600,165,25,0.07208589,0.930981595,0.687116564,0.069018405,0.326687117,0.024539877,0.265337423,0.18404908,0.050613497,0.007668712,2135,50,0.023419204,1810,1635,840,795,1,0.903314917,0.464088398,0.439226519,108000,116200,51200,54800,118000,126900,3073
3075,munster_ashton_3075,2410,0,2385,0,15,0,0,0,10,1460,0.61715749,0,0.610755442,0,0.003841229,0,0,0,0.002560819,0.373879641,20,0.097560976,0.3,3820,0.978233035,940,0.240717029,160,0.203821656,90,320,395,215,100,125,0.072289157,0.257028112,0.317269076,0.172690763,0.080321285,0.100401606,200,475,390,130,50,0.16064257,0.381526104,0.313253012,0.104417671,0.040160643,815,125,0,0.867021277,0.132978723,0,120,1950,1520,135,695,20,675,505,100,25,0.057831325,0.939759036,0.73253012,0.065060241,0.334939759,0.009638554,0.325301205,0.243373494,0.048192771,0.012048193,1460,40,0.02739726,1240,1140,575,575,1,0.919354839,0.463709677,0.463709677,106000,119900,54000,65000,118000,130400,3075
3074,richmond_3074,5885,65,5640,35,30,75,0,0,40,2605,0.693168433,0.007656066,0.664310954,0.004122497,0.003533569,0.008833922,0,0,0.004711425,0.306831567,0,0,0.3,8225,0.96935769,2160,0.254566883,390,0.191176471,195,595,765,495,205,325,0.075728155,0.231067961,0.297087379,0.19223301,0.07961165,0.126213592,505,1035,725,195,115,0.196116505,0.401941748,0.281553398,0.075728155,0.044660194,1880,135,35,0.914841849,0.065693431,0.01703163,235,4125,3380,235,1440,75,1630,1165,315,45,0.053837342,0.945017182,0.774341352,0.053837342,0.329896907,0.017182131,0.373424971,0.266895762,0.072164948,0.010309278,3155,80,0.025356577,2565,2310,1235,1075,1,0.900584795,0.481481481,0.419103314,109000,125300,45200,51200,122000,141400,3074
3076,navan_sarsfield_3076,2435,0,2415,0,0,20,0,0,0,525,0.815745394,0,0.809045226,0,0,0.006700168,0,0,0,0.175879397,0,0,0.3,2000,0.668896321,1855,0.620401338,435,0.659090909,95,305,325,100,80,125,0.09223301,0.296116505,0.315533981,0.097087379,0.077669903,0.121359223,190,400,290,105,40,0.184466019,0.388349515,0.281553398,0.101941748,0.038834951,715,60,30,0.888198758,0.074534161,0.037267081,135,1445,1000,105,390,15,500,350,105,0,0.085443038,0.914556962,0.632911392,0.066455696,0.246835443,0.009493671,0.316455696,0.221518987,0.066455696,0,1085,40,0.036866359,910,850,395,450,1,0.934065934,0.434065934,0.494505495,106000,113400,41600,46800,116000,128000,3076
3077,new_edinburgh_3077,2860,35,2515,25,130,110,0,0,45,2415,0.541666667,0.006628788,0.476325758,0.004734848,0.024621212,0.020833333,0,0,0.008522727,0.457386364,35,0.162790698,0.3,4335,0.821022727,2860,0.541666667,465,0.556886228,15,165,300,385,180,90,0.013274336,0.146017699,0.265486726,0.340707965,0.159292035,0.079646018,320,540,190,60,25,0.283185841,0.477876106,0.168141593,0.053097345,0.022123894,970,20,35,0.950980392,0.019607843,0.034313725,50,2710,2510,40,295,25,2155,980,810,195,0.01814882,0.983666062,0.91107078,0.014519056,0.10707804,0.00907441,0.782214156,0.355716878,0.294010889,0.070780399,2655,15,0.005649718,1540,1320,495,825,1,0.857142857,0.321428571,0.535714286,98000,122200,61600,67000,132000,157800,3077
3078,north_gower_kars_3078,3515,0,3445,15,15,0,0,0,40,1485,0.703,0,0.689,0.003,0.003,0,0,0,0.008,0.297,0,0,0.2,4820,0.964,1470,0.294,300,0.25862069,110,400,480,310,140,185,0.067484663,0.245398773,0.294478528,0.190184049,0.085889571,0.113496933,380,475,570,155,50,0.233128834,0.291411043,0.349693252,0.095092025,0.030674847,1115,150,10,0.87109375,0.1171875,0.0078125,120,2465,1925,160,850,60,845,625,150,10,0.046511628,0.955426357,0.746124031,0.062015504,0.329457364,0.023255814,0.32751938,0.242248062,0.058139535,0.003875969,1790,40,0.022346369,1530,1385,715,665,1,0.905228758,0.467320261,0.434640523,108000,120400,41200,46800,119000,133200,3078
3079,old_barrhaven_east_3079,18000,465,12440,840,170,3640,340,0,105,5830,0.755508919,0.019517314,0.522140609,0.035257083,0.007135362,0.152780693,0.014270724,0,0.004407135,0.244700944,125,0.088339223,0.3,18700,0.784889822,6675,0.280167891,1400,0.240137221,305,1440,1810,1590,880,1210,0.042156185,0.199032481,0.250172771,0.219765031,0.121630961,0.167242571,1730,3070,1550,445,440,0.239115411,0.424326192,0.214236351,0.061506565,0.06081548,5900,135,100,0.960912052,0.021986971,0.016286645,760,12435,10210,445,3310,265,6190,3935,1515,315,0.057597575,0.942402425,0.773777946,0.033724896,0.250852596,0.020083365,0.46911709,0.298219022,0.114816218,0.023872679,8140,305,0.037469287,6775,5530,3545,1990,1,0.816236162,0.523247232,0.293726937,101000,110300,56000,59200,111000,120300,3079
3080,old_barrhaven_west_3080,15610,345,12165,595,355,1755,295,0,100,6795,0.696408655,0.015391479,0.542716931,0.026544725,0.015837609,0.078295784,0.01316083,0,0.004461298,0.303145215,120,0.083623693,0.2,19720,0.879768012,6115,0.272808387,1440,0.274024738,330,1310,1680,1365,710,960,0.052009456,0.206461781,0.264775414,0.215130024,0.111899133,0.151300236,1495,2890,1310,315,330,0.235618597,0.455476753,0.206461781,0.04964539,0.052009456,5180,90,75,0.968224299,0.01682243,0.014018692,570,11560,9180,370,3420,190,5200,3490,1160,180,0.046990932,0.953009068,0.756801319,0.030502885,0.281945589,0.015663644,0.4286892,0.287716406,0.095630668,0.014839242,7835,305,0.038927888,6645,5740,3320,2420,1,0.863807374,0.499623777,0.364183597,105000,114100,56800,62600,115000,123500,3080
3081,old_hunt_club_3081,12210,185,8685,210,190,2630,140,15,155,4255,0.741798299,0.011239368,0.52764277,0.012758202,0.011543135,0.159781288,0.008505468,9.11E-04,0.009416768,0.258505468,180,0.173913043,0.3,12730,0.773625038,5350,0.32512914,1180,0.33908046,240,840,1285,885,620,730,0.052173913,0.182608696,0.279347826,0.192391304,0.134782609,0.158695652,1095,2265,785,230,220,0.238043478,0.492391304,0.170652174,0.05,0.047826087,3660,75,100,0.955613577,0.019582245,0.026109661,600,7710,6145,375,1810,240,3715,2390,925,165,0.072202166,0.927797834,0.739470517,0.045126354,0.217809868,0.028880866,0.447051745,0.287605295,0.111311673,0.019855596,6400,140,0.021875,4605,3695,1935,1760,1,0.802388708,0.42019544,0.382193268,89000,100200,54000,59300,103000,113200,3081
3082,old_ottawa_east_3082,4715,55,3500,350,145,500,65,0,100,3700,0.559976247,0.006532067,0.41567696,0.041567696,0.017220903,0.059382423,0.007719715,0,0.011876485,0.439429929,0,0,0.4,6735,0.800356506,3670,0.436125966,430,0.355371901,65,265,500,570,390,350,0.030444965,0.12412178,0.234192037,0.266978923,0.182669789,0.163934426,675,935,355,95,80,0.316159251,0.43793911,0.166276347,0.044496487,0.037470726,1705,75,100,0.904509284,0.039787798,0.053050398,125,4570,4105,65,575,25,3440,1460,1430,265,0.026624068,0.973375932,0.874334398,0.013844515,0.122470714,0.005324814,0.732694356,0.310969116,0.30457934,0.056443024,3940,25,0.006345178,2115,1905,790,1120,1,0.90070922,0.373522459,0.529550827,82000,113200,48400,55100,107000,140000,3082
3083,old_ottawa_south_3083,2985,95,2480,60,110,135,0,0,105,3440,0.464230171,0.014774495,0.385692068,0.00933126,0.017107309,0.020995334,0,0,0.016329705,0.534992224,0,0,0.3,6035,0.938569207,3125,0.48600311,410,0.297101449,10,125,390,485,205,125,0.007434944,0.092936803,0.289962825,0.360594796,0.152416357,0.092936803,385,660,215,40,55,0.286245353,0.49070632,0.159851301,0.029739777,0.040892193,1090,20,50,0.935622318,0.017167382,0.042918455,60,3160,2940,60,280,25,2580,1055,995,270,0.01863354,0.98136646,0.913043478,0.01863354,0.086956522,0.007763975,0.801242236,0.327639752,0.309006211,0.083850932,2525,20,0.007920792,1795,1555,895,660,1,0.866295265,0.498607242,0.367688022,125000,149600,54800,74400,146000,172600,3083
3084,orleans_industrial_3084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3084
3085,orleans_village_chateauneuf_3085,8545,85,7595,150,70,530,45,0,70,2665,0.761586453,0.007575758,0.676916221,0.013368984,0.006238859,0.047237077,0.004010695,0,0.006238859,0.237522282,0,0,0.2,7780,0.693095768,5860,0.522048998,1205,0.575178998,180,630,890,650,275,515,0.057324841,0.200636943,0.28343949,0.207006369,0.087579618,0.164012739,900,1240,690,140,170,0.286624204,0.394904459,0.219745223,0.044585987,0.054140127,2490,60,110,0.936090226,0.022556391,0.041353383,315,5645,4415,245,1595,135,2435,1605,615,80,0.052852349,0.947147651,0.740771812,0.041107383,0.26761745,0.022651007,0.408557047,0.269295302,0.103187919,0.013422819,4210,125,0.029691211,3505,3060,1520,1545,1,0.873038516,0.433666191,0.440798859,106000,112600,54000,56100,115000,123100,3085
3086,osgoode_vernon_3086,3715,25,3595,0,0,70,0,0,25,1870,0.66280107,0.004460303,0.641391615,0,0,0.012488849,0,0,0.004460303,0.333630687,0,0,0.3,5390,0.960784314,1365,0.243315508,215,0.191111111,195,590,550,310,175,195,0.097014925,0.293532338,0.273631841,0.154228856,0.087064677,0.097014925,380,515,815,200,100,0.189054726,0.256218905,0.405472637,0.099502488,0.049751244,1325,115,30,0.901360544,0.078231293,0.020408163,285,2830,2105,195,1060,15,835,605,125,35,0.091492777,0.908507223,0.67576244,0.062600321,0.340288925,0.004815409,0.268057785,0.194221509,0.040128411,0.011235955,2060,90,0.04368932,1770,1590,820,765,1,0.898305085,0.463276836,0.43220339,103000,111800,42400,48800,111000,122600,3086
