3087,overbrook_3087,15120,220,11020,50,50,3330,55,15,380,5615,0.729201833,0.01061008,0.531468531,0.002411382,0.002411382,0.160598023,0.00265252,7.23E-04,0.018326501,0.270798167,375,0.264084507,0.3,13500,0.651073065,8735,0.421268387,2265,0.517123288,330,1010,1295,1100,660,1210,0.058876004,0.180196253,0.231043711,0.196253345,0.117752007,0.21587868,1700,2415,830,245,415,0.303300624,0.430865299,0.14808207,0.043710972,0.074041035,4325,80,215,0.93716143,0.017334778,0.046587216,1750,9400,7060,595,2245,265,3950,2320,1150,145,0.156950673,0.843049327,0.633183857,0.053363229,0.201345291,0.023766816,0.35426009,0.208071749,0.103139013,0.013004484,8975,175,0.019498607,5025,3570,1715,1855,1,0.710447761,0.341293532,0.369154229,64000,72300,37200,43080,82000,89300,3087
3088,parkwood_hills_3088,4775,45,2325,260,15,2005,60,15,50,1210,0.79916318,0.007531381,0.389121339,0.043514644,0.00251046,0.335564854,0.010041841,0.00251046,0.008368201,0.20251046,195,0.348214286,0.3,3805,0.636287625,1180,0.197324415,550,0.348101266,105,215,490,340,230,560,0.053984576,0.110539846,0.251928021,0.174807198,0.118251928,0.287917738,415,910,295,125,195,0.213367609,0.467866324,0.151670951,0.064267352,0.100257069,1500,45,20,0.958466454,0.028753994,0.012779553,530,2515,1815,90,655,90,980,615,265,35,0.174055829,0.825944171,0.596059113,0.02955665,0.215106732,0.02955665,0.32183908,0.201970443,0.087027915,0.011494253,2235,35,0.015659955,1300,970,580,395,1,0.746153846,0.446153846,0.303846154,58400,64100,36400,40200,68500,73400,3088
3089,pineview_3089,4670,10,3830,100,15,610,35,0,70,1510,0.752012882,0.001610306,0.616747182,0.01610306,0.002415459,0.098228663,0.005636071,0,0.011272142,0.2431562,45,0.128571429,0.2,4535,0.730273752,2690,0.433172303,595,0.470355731,125,345,515,360,315,395,0.060827251,0.167883212,0.250608273,0.175182482,0.153284672,0.192214112,750,855,285,90,75,0.364963504,0.416058394,0.138686131,0.04379562,0.03649635,1565,35,60,0.942771084,0.021084337,0.036144578,385,3030,2215,200,815,65,1135,840,185,55,0.112737921,0.887262079,0.648609078,0.058565154,0.238653001,0.019033675,0.332357247,0.245973646,0.054172767,0.016105417,2325,70,0.030107527,1720,1295,685,605,1,0.752906977,0.398255814,0.351744186,85000,93300,45600,46200,98000,106400,3089
3090,playfair_park_guildwood_estates_3090,4510,20,3640,70,305,445,0,0,30,1590,0.737530662,0.003270646,0.595257563,0.011447261,0.049877351,0.072771872,0,0,0.004905969,0.260016353,45,0.138461538,0.3,5000,0.816993464,2660,0.434640523,465,0.418918919,45,200,415,405,205,215,0.030201342,0.134228188,0.27852349,0.271812081,0.137583893,0.144295302,510,600,255,60,65,0.342281879,0.402684564,0.17114094,0.040268456,0.043624161,1255,10,35,0.969111969,0.007722008,0.027027027,180,2750,2315,70,460,50,1735,810,575,130,0.061433447,0.938566553,0.790102389,0.023890785,0.156996587,0.017064846,0.592150171,0.276450512,0.196245734,0.044368601,2585,45,0.017408124,1730,1470,740,735,1,0.849710983,0.427745665,0.424855491,91000,113200,47200,57800,120000,138000,3090
3091,portobello_south_3091,23695,160,17845,660,95,4580,215,10,130,6190,0.792607459,0.005352066,0.596922562,0.02207727,0.003177789,0.153202877,0.007191838,3.35E-04,0.004348553,0.207058036,100,0.043956044,0.2,19540,0.653621007,15605,0.521993644,4780,0.571428571,515,1800,2305,1645,1040,1510,0.058390023,0.204081633,0.261337868,0.186507937,0.117913832,0.171201814,2040,3330,2070,710,670,0.231292517,0.37755102,0.234693878,0.080498866,0.075963719,7090,260,305,0.925587467,0.033942559,0.039817232,890,15470,12790,525,4070,515,7675,5115,1750,230,0.054400978,0.945599022,0.781784841,0.032090465,0.248777506,0.031479218,0.469132029,0.312652812,0.106968215,0.01405868,9975,425,0.042606516,8330,6940,4605,2330,1,0.833133253,0.552821128,0.279711885,108000,117600,63200,64200,121000,128200,3091
3092,qualicum_redwood_3092,2910,60,2320,70,140,290,0,0,30,1465,0.66590389,0.013729977,0.530892449,0.016018307,0.032036613,0.066361556,0,0,0.006864989,0.335240275,50,0.238095238,0.3,3845,0.8798627,1335,0.305491991,270,0.312138728,35,150,320,290,195,185,0.029787234,0.127659574,0.272340426,0.246808511,0.165957447,0.157446809,365,530,215,30,35,0.310638298,0.45106383,0.182978723,0.025531915,0.029787234,1015,20,20,0.966666667,0.019047619,0.019047619,200,2205,1810,125,505,30,1150,620,365,40,0.082987552,0.914937759,0.751037344,0.05186722,0.209543568,0.012448133,0.477178423,0.257261411,0.151452282,0.01659751,1750,15,0.008571429,1260,990,510,485,1,0.785714286,0.404761905,0.384920635,87000,107300,50000,50800,102000,123700,3092
3093,queensway_terrace_north_3093,1900,0,1620,0,15,210,0,0,55,1300,0.587326121,0,0.500772798,0,0.004636785,0.064914992,0,0,0.017001546,0.401854714,0,0,0.3,2850,0.880989181,935,0.289026275,215,0.373913043,55,155,255,175,130,100,0.062857143,0.177142857,0.291428571,0.2,0.148571429,0.114285714,285,365,155,45,20,0.325714286,0.417142857,0.177142857,0.051428571,0.022857143,665,25,30,0.917241379,0.034482759,0.04137931,140,1690,1420,75,370,35,940,590,245,45,0.076502732,0.923497268,0.775956284,0.040983607,0.202185792,0.019125683,0.513661202,0.322404372,0.133879781,0.024590164,1365,20,0.014652015,965,785,365,415,1,0.813471503,0.378238342,0.430051813,92000,89800,52800,56400,102000,100800,3093
3094,queenswood_chatelaine_3094,3070,25,2825,0,25,145,0,0,50,1195,0.718128655,0.005847953,0.660818713,0,0.005847953,0.033918129,0,0,0.011695906,0.279532164,40,0.153846154,0.2,3250,0.761124122,2035,0.476580796,385,0.52027027,105,265,365,220,135,145,0.085365854,0.215447154,0.296747967,0.178861789,0.109756098,0.117886179,345,525,235,70,60,0.280487805,0.426829268,0.191056911,0.056910569,0.048780488,965,10,40,0.950738916,0.009852217,0.039408867,175,2090,1645,165,710,60,715,515,125,10,0.077433628,0.924778761,0.727876106,0.07300885,0.314159292,0.026548673,0.316371681,0.227876106,0.055309735,0.004424779,1835,60,0.032697548,1320,1105,475,630,1,0.837121212,0.359848485,0.477272727,86000,93400,52800,58000,99000,107300,3094
3095,queenswood_heights_3095,7625,45,6935,50,35,480,10,0,70,2385,0.760978044,0.004491018,0.692115768,0.00499002,0.003493014,0.047904192,9.98E-04,0,0.006986028,0.238023952,40,0.087912088,0.2,7405,0.739021956,5080,0.506986028,920,0.522727273,250,665,755,485,295,425,0.087260035,0.232111693,0.263525305,0.169284468,0.102966841,0.148342059,795,1210,555,115,180,0.277486911,0.422338569,0.193717277,0.040139616,0.062827225,2195,70,60,0.944086022,0.030107527,0.025806452,330,4900,3715,275,1665,130,1635,1050,395,65,0.063157895,0.937799043,0.711004785,0.052631579,0.318660287,0.024880383,0.31291866,0.200956938,0.075598086,0.012440191,4135,90,0.021765417,3165,2685,1170,1520,1,0.848341232,0.369668246,0.480252765,92000,98500,50400,53400,104000,110800,3095
3097,rideaucrest_davidson_heights_3097,10090,245,7425,440,70,1560,250,0,100,4215,0.70534778,0.017126879,0.519049283,0.030758476,0.004893394,0.109052779,0.017476407,0,0.006990563,0.29465222,25,0.043478261,0.3,11500,0.803914715,4845,0.338692765,960,0.284866469,245,765,1030,1040,515,740,0.056581986,0.176674365,0.237875289,0.240184758,0.118937644,0.170900693,1025,1900,980,210,210,0.236720554,0.438799076,0.226327945,0.048498845,0.048498845,3620,80,55,0.962765957,0.021276596,0.01462766,435,7420,6280,245,1880,160,3995,2575,945,235,0.055343511,0.944020356,0.798982188,0.031170483,0.239185751,0.020356234,0.50826972,0.327608142,0.120229008,0.029898219,4700,210,0.044680851,4025,3440,2310,1130,1,0.854658385,0.573913043,0.280745342,113000,124600,62000,62300,124000,135400,3097
3098,riverside_park_mooneys_bay_3098,3235,35,2485,60,55,550,0,0,50,1300,0.711771177,0.00770077,0.546754675,0.01320132,0.01210121,0.121012101,0,0,0.0110011,0.286028603,65,0.228070175,0.3,3610,0.794279428,1500,0.330033003,270,0.362416107,55,180,300,305,200,165,0.045833333,0.15,0.25,0.254166667,0.166666667,0.1375,350,495,245,40,70,0.291666667,0.4125,0.204166667,0.033333333,0.058333333,960,20,20,0.96,0.02,0.02,195,2255,1795,55,460,70,1210,715,345,80,0.079591837,0.920408163,0.732653061,0.02244898,0.187755102,0.028571429,0.493877551,0.291836735,0.140816327,0.032653061,2045,25,0.012224939,1190,1005,500,505,1,0.844537815,0.420168067,0.424369748,73000,86100,41600,48500,97000,105700,3098
3099,riverside_park_south_revelstoke_3099,1975,40,1870,0,35,30,0,0,0,920,0.674061433,0.013651877,0.638225256,0,0.011945392,0.010238908,0,0,0,0.313993174,0,0,0.3,2550,0.870307167,1190,0.406143345,200,0.404040404,35,110,175,170,85,75,0.053435115,0.167938931,0.267175573,0.259541985,0.129770992,0.114503817,230,290,105,10,15,0.351145038,0.442748092,0.160305344,0.015267176,0.022900763,480,20,35,0.905660377,0.037735849,0.066037736,25,1350,1145,30,185,10,925,480,305,60,0.018181818,0.981818182,0.832727273,0.021818182,0.134545455,0.007272727,0.672727273,0.349090909,0.221818182,0.043636364,1160,10,0.00862069,890,800,380,415,1,0.898876404,0.426966292,0.466292135,116000,143200,57200,76500,130000,161200,3099
3100,riverside_south_leitrim_3100,13195,255,9830,430,100,2155,375,0,50,5865,0.692469168,0.013382314,0.515875098,0.022566256,0.005247966,0.113093676,0.019679874,0,0.002623983,0.30779323,90,0.058252427,0.3,15040,0.789087093,6810,0.35729276,1685,0.321564885,230,825,1610,1250,750,675,0.043071161,0.154494382,0.301498127,0.234082397,0.140449438,0.126404494,1080,2470,1325,245,220,0.202247191,0.462546816,0.248127341,0.04588015,0.041198502,4330,95,95,0.959025471,0.021040975,0.021040975,300,10305,8945,305,2290,235,6105,3930,1495,280,0.028288543,0.971711457,0.843470061,0.028760019,0.215935879,0.022159359,0.575671853,0.370579915,0.14097124,0.02640264,6480,270,0.041666667,5430,4715,3085,1635,1,0.868324125,0.568139963,0.301104972,117000,134000,65500,68200,126000,146800,3100
3101,riverview_3101,8725,130,5770,600,150,1795,140,0,140,3995,0.685658153,0.01021611,0.453438114,0.047151277,0.011787819,0.141060904,0.011001965,0,0.011001965,0.313948919,185,0.296,0.3,9060,0.711984283,4440,0.34891945,870,0.461538462,165,545,945,780,630,615,0.044776119,0.147896879,0.256445047,0.211668928,0.170963365,0.166892809,1080,1710,590,155,155,0.293080054,0.464043419,0.160108548,0.042062415,0.042062415,3030,35,105,0.955835962,0.011041009,0.033123028,405,6245,5215,190,1080,130,3815,1965,1285,200,0.060902256,0.939097744,0.784210526,0.028571429,0.162406015,0.019548872,0.573684211,0.295488722,0.193233083,0.030075188,6085,90,0.014790468,3025,2500,1000,1495,1,0.826446281,0.330578512,0.494214876,64000,78400,40800,44640,89000,99600,3101
3102,rockcliffe_park_3102,1035,0,825,40,120,50,0,0,0,600,0.629179331,0,0.501519757,0.024316109,0.072948328,0.030395137,0,0,0,0.364741641,0,0,0.4,1485,0.902735562,800,0.486322188,85,0.23943662,0,40,85,145,80,10,0,0.111111111,0.236111111,0.402777778,0.222222222,0.027777778,85,200,70,0,0,0.236111111,0.555555556,0.194444444,0,0,285,0,30,0.876923077,0,0.092307692,0,720,660,10,45,10,595,275,210,40,0,1,0.916666667,0.013888889,0.0625,0.013888889,0.826388889,0.381944444,0.291666667,0.055555556,555,10,0.018018018,490,440,245,200,1,0.897959184,0.5,0.408163265,212000,297000,127000,220000,218000,307000,3102
3103,rothwell_heights_beacon_hill_north_3103,7110,25,6105,160,35,705,0,0,80,3395,0.675534442,0.002375297,0.580047506,0.0152019,0.003325416,0.066983373,0,0,0.00760095,0.322565321,25,0.047169811,0.3,8305,0.788698955,5170,0.490978158,960,0.436363636,70,285,680,650,365,360,0.028985507,0.118012422,0.281573499,0.269151139,0.151138716,0.149068323,775,1010,395,150,90,0.320910973,0.418219462,0.163561077,0.062111801,0.037267081,1980,40,95,0.940617577,0.019002375,0.045130641,260,4715,4020,170,995,100,2760,1450,765,205,0.052261307,0.947738693,0.808040201,0.034170854,0.2,0.020100503,0.554773869,0.291457286,0.153768844,0.04120603,4000,105,0.02625,3080,2525,1345,1180,1,0.819805195,0.436688312,0.383116883,99000,119400,55200,58500,116000,135600,3103
3104,sandy_hill_3104,7195,90,5285,140,210,1235,40,10,185,6190,0.537542025,0.006723945,0.394844976,0.01045947,0.015689204,0.092267464,0.00298842,7.47E-04,0.013821442,0.462457975,115,0.264367816,0.4,10035,0.749719836,6380,0.47665297,765,0.540636042,155,405,805,915,800,550,0.04264099,0.111416781,0.221458047,0.251719395,0.220082531,0.15130674,1015,1510,690,230,190,0.279229711,0.415405777,0.189821183,0.063273728,0.052269601,2915,65,160,0.928343949,0.020700637,0.050955414,345,6505,5715,165,900,150,4495,2080,1655,490,0.050364964,0.949635036,0.834306569,0.024087591,0.131386861,0.02189781,0.65620438,0.303649635,0.241605839,0.071532847,7405,45,0.006076975,2490,2020,695,1325,1,0.81124498,0.279116466,0.532128514,56400,72000,41200,47200,76000,96600,3104
3105,south_keys_3105,1935,40,1375,65,70,355,10,0,20,765,0.716666667,0.014814815,0.509259259,0.024074074,0.025925926,0.131481481,0.003703704,0,0.007407407,0.283333333,30,0.24,0.3,2250,0.833333333,830,0.307407407,110,0.282051282,30,95,220,155,125,95,0.04137931,0.131034483,0.303448276,0.213793103,0.172413793,0.131034483,210,280,145,30,50,0.289655172,0.386206897,0.2,0.04137931,0.068965517,565,40,10,0.926229508,0.06557377,0.016393443,70,1190,875,35,245,30,560,380,120,25,0.055555556,0.944444444,0.694444444,0.027777778,0.194444444,0.023809524,0.444444444,0.301587302,0.095238095,0.01984127,1165,15,0.012875536,680,565,215,350,1,0.830882353,0.316176471,0.514705882,77500,82800,44800,45800,95000,101800,3105
3106,stittsville_3106,15485,115,14090,255,90,745,115,0,75,6490,0.704504095,0.005232029,0.641037307,0.011601456,0.004094631,0.033894449,0.005232029,0,0.003412193,0.295268426,30,0.023904382,0.2,20215,0.919699727,6475,0.294585987,1225,0.233555767,310,1105,1485,1445,685,765,0.053448276,0.190517241,0.256034483,0.249137931,0.118103448,0.131896552,1720,2195,1275,325,285,0.296551724,0.378448276,0.219827586,0.056034483,0.049137931,4630,240,70,0.937246964,0.048582996,0.01417004,380,10815,9230,410,2810,210,5805,4030,1260,180,0.033928571,0.965625,0.824107143,0.036607143,0.250892857,0.01875,0.518303571,0.359821429,0.1125,0.016071429,7780,260,0.033419023,6555,5855,3440,2420,1,0.893211289,0.524790236,0.369183829,120000,130800,54800,66000,132000,143000,3106
3107,stittsville_east_3107,7075,245,3790,690,40,2015,210,0,85,3460,0.672209026,0.02327791,0.360095012,0.065558195,0.003800475,0.191448931,0.019952494,0,0.00807601,0.328741093,60,0.049792531,0.2,7330,0.696106363,2450,0.232668566,660,0.226027397,135,495,700,635,425,385,0.048648649,0.178378378,0.252252252,0.228828829,0.153153153,0.138738739,655,1110,675,185,150,0.236036036,0.4,0.243243243,0.066666667,0.054054054,2225,100,30,0.944798301,0.042462845,0.012738854,190,6090,5215,160,1195,110,3750,2320,1080,135,0.030254777,0.969745223,0.830414013,0.025477707,0.190286624,0.017515924,0.597133758,0.369426752,0.171974522,0.021496815,3545,150,0.042313117,3070,2685,1610,1075,1,0.874592834,0.524429967,0.350162866,109000,116800,66000,63200,116000,124600,3107
3108,stittsville_north_3108,8275,230,6385,420,40,945,135,0,120,4435,0.651062156,0.018095987,0.502360346,0.033044847,0.003147128,0.074350905,0.010621558,0,0.009441385,0.348937844,50,0.04587156,0.2,10860,0.85410932,3515,0.276445144,765,0.224669604,170,605,935,730,470,470,0.050221566,0.17872969,0.276218612,0.215657312,0.138847858,0.138847858,1035,1355,610,195,190,0.305760709,0.400295421,0.180206795,0.05760709,0.056129985,2750,145,50,0.93537415,0.049319728,0.017006803,250,6965,5900,255,1700,145,3805,2470,940,155,0.034650035,0.965349965,0.817740818,0.035343035,0.235620236,0.02009702,0.527373527,0.342342342,0.13028413,0.021483021,4570,140,0.030634573,3660,3210,1970,1235,1,0.87704918,0.538251366,0.337431694,110000,117600,60000,62300,122000,130400,3108
3109,stonebridge_half_moon_bay_3109,19045,540,12265,1355,180,4210,360,0,135,8210,0.698770868,0.019812878,0.450009173,0.049715649,0.006604293,0.15446707,0.013208586,0,0.00495322,0.301229132,200,0.085106383,0.3,20210,0.741515318,7705,0.282700422,2025,0.248618785,280,1100,1975,1555,1065,995,0.040172166,0.157819225,0.283357245,0.223098996,0.152797704,0.142754663,1215,2710,2095,505,445,0.174318508,0.388809182,0.300573888,0.072453372,0.06384505,5625,220,115,0.943000838,0.036881811,0.019279128,470,14320,12270,385,2970,490,8420,5115,2250,470,0.031778229,0.968221771,0.829614604,0.026031102,0.200811359,0.033130494,0.569303584,0.345841785,0.152129817,0.031778229,8940,430,0.048098434,7560,6610,4485,2130,1,0.874338624,0.593253968,0.281746032,109000,120600,63600,66200,118000,130600,3109
3110,trend_arlington_3110,3195,30,2605,95,245,175,0,0,45,1585,0.668410042,0.006276151,0.544979079,0.019874477,0.05125523,0.036610879,0,0,0.009414226,0.331589958,0,0,0.3,4105,0.858786611,1570,0.328451883,285,0.3,35,190,360,255,120,190,0.030567686,0.165938865,0.31441048,0.222707424,0.104803493,0.165938865,280,550,170,85,60,0.244541485,0.480349345,0.148471616,0.074235808,0.052401747,925,15,30,0.948717949,0.015384615,0.030769231,155,2240,1885,70,535,25,1255,745,345,35,0.064583333,0.933333333,0.785416667,0.029166667,0.222916667,0.010416667,0.522916667,0.310416667,0.14375,0.014583333,1890,45,0.023809524,1465,1250,630,620,1,0.853242321,0.43003413,0.423208191,95000,113400,52000,56200,112000,128800,3110
3111,vanier_north_3111,6290,80,5325,50,125,540,10,0,160,3995,0.611570248,0.007778318,0.517744288,0.004861449,0.012153622,0.052503646,9.72E-04,0,0.015556636,0.388429752,140,0.25,0.3,7205,0.700194363,5245,0.509718173,790,0.51465798,195,540,780,715,445,430,0.062903226,0.174193548,0.251612903,0.230645161,0.143548387,0.138709677,830,1380,545,140,210,0.267741935,0.44516129,0.175806452,0.04516129,0.067741935,2340,20,155,0.928571429,0.007936508,0.061507937,725,5545,4395,395,1095,120,2785,1615,935,65,0.115629984,0.884370016,0.700956938,0.062998405,0.174641148,0.019138756,0.444178628,0.257575758,0.149122807,0.010366826,5515,45,0.008159565,2545,1905,645,1255,1,0.748526523,0.253438114,0.493123772,61200,72100,42800,49000,82000,91300,3111
3112,vanier_south_3112,5030,35,4260,45,50,495,10,25,110,2060,0.709449929,0.00493653,0.600846262,0.006346968,0.007052186,0.069816643,0.001410437,0.003526093,0.01551481,0.290550071,85,0.288135593,0.3,4460,0.629498941,3395,0.479181369,450,0.538922156,90,430,480,450,275,390,0.042553191,0.203309693,0.226950355,0.212765957,0.130023641,0.184397163,605,825,405,170,120,0.286052009,0.390070922,0.191489362,0.080378251,0.056737589,1670,25,65,0.948863636,0.014204545,0.036931818,545,3485,2535,265,855,90,1315,745,420,55,0.135235732,0.864764268,0.629032258,0.065756824,0.212158809,0.022332506,0.32630273,0.184863524,0.104218362,0.013647643,4000,30,0.0075,1525,1130,350,785,1,0.740983607,0.229508197,0.514754098,49200,58300,36000,39760,72000,78000,3112
3113,vars_3113,2305,0,2285,0,0,20,0,0,0,520,0.815929204,0,0.808849558,0,0,0.007079646,0,0,0,0.184070796,0,0,0.2,1800,0.637168142,1770,0.626548673,430,0.796296296,125,300,290,155,85,95,0.120192308,0.288461538,0.278846154,0.149038462,0.081730769,0.091346154,185,385,325,95,50,0.177884615,0.370192308,0.3125,0.091346154,0.048076923,645,150,25,0.791411043,0.18404908,0.030674847,145,1475,1075,160,475,40,400,255,95,10,0.089506173,0.910493827,0.663580247,0.098765432,0.293209877,0.024691358,0.24691358,0.157407407,0.058641975,0.00617284,1060,25,0.023584906,890,805,395,410,1,0.904494382,0.443820225,0.460674157,105000,110200,47600,50000,114000,121800,3113
3114,waterridge_village_3114,1825,0,1395,25,15,380,0,0,10,700,0.717092338,0,0.548133595,0.009823183,0.00589391,0.149312377,0,0,0.003929273,0.275049116,30,0.142857143,0.3,1690,0.664047151,1330,0.52259332,360,0.679245283,35,130,220,190,55,110,0.047297297,0.175675676,0.297297297,0.256756757,0.074324324,0.148648649,195,355,125,25,35,0.263513514,0.47972973,0.168918919,0.033783784,0.047297297,585,20,50,0.893129771,0.030534351,0.076335878,105,1345,1160,50,280,25,810,465,230,35,0.072413793,0.927586207,0.8,0.034482759,0.193103448,0.017241379,0.55862069,0.320689655,0.15862069,0.024137931,1110,20,0.018018018,655,500,295,210,1,0.763358779,0.450381679,0.320610687,77500,92200,48400,52800,107000,112200,3114
3115,west_centretown_3115,4230,330,3205,90,85,390,20,15,95,4125,0.506586826,0.039520958,0.383832335,0.010778443,0.010179641,0.046706587,0.00239521,0.001796407,0.011377246,0.494011976,115,0.264367816,0.3,6770,0.81126423,2955,0.354104254,270,0.272727273,105,305,555,540,365,385,0.046357616,0.134657837,0.245033113,0.238410596,0.161147903,0.169977925,685,945,400,65,165,0.302428256,0.417218543,0.176600442,0.028697572,0.072847682,1745,40,90,0.93315508,0.021390374,0.048128342,520,4600,3805,155,830,65,2760,1420,960,190,0.101463415,0.897560976,0.742439024,0.030243902,0.16195122,0.012682927,0.538536585,0.277073171,0.187317073,0.037073171,4745,30,0.006322445,1845,1515,535,980,1,0.821138211,0.2899729,0.531165312,54400,68000,32400,42640,82000,95100,3115
3116,westboro_3116,7045,100,5760,155,325,540,30,15,120,5050,0.582472096,0.008267879,0.476229847,0.012815213,0.026870608,0.044646548,0.002480364,0.001240182,0.009921455,0.417527904,70,0.108527132,0.3,10765,0.890037205,4700,0.388590327,525,0.267857143,65,425,735,825,375,275,0.024029575,0.157116451,0.271719039,0.304990758,0.138632163,0.101663586,865,1305,375,45,110,0.319778189,0.482439926,0.138632163,0.01663586,0.040665434,2250,55,125,0.927835052,0.022680412,0.051546392,265,6700,6040,130,1005,125,4780,2550,1525,340,0.03804738,0.96195262,0.867193108,0.018664752,0.144292893,0.017946877,0.686288586,0.366116296,0.218951902,0.048815506,6240,25,0.00400641,3270,2850,1165,1685,1,0.871559633,0.356269113,0.51529052,84000,104500,48400,55350,126000,143000,3116
3117,whitehaven_woodpark_glabar_park_3117,7370,105,6065,215,305,480,25,0,175,3435,0.682091624,0.009717723,0.561314206,0.019898195,0.028227672,0.044423878,0.002313744,0,0.016196205,0.317908376,30,0.059405941,0.3,9540,0.882516189,3490,0.322849214,330,0.203076923,140,435,695,605,420,380,0.052434457,0.162921348,0.260299625,0.22659176,0.157303371,0.142322097,730,1185,425,135,185,0.27340824,0.443820225,0.15917603,0.050561798,0.06928839,2190,35,65,0.956331878,0.015283843,0.028384279,395,4875,4025,155,1130,85,2655,1540,740,110,0.074952562,0.925047438,0.763757116,0.029411765,0.214421252,0.016129032,0.503795066,0.292220114,0.140417457,0.020872865,5390,55,0.010204082,2790,2385,1015,1370,1,0.85483871,0.363799283,0.491039427,70500,91400,44800,52850,104000,121100,3117
