VAR_ID,name,value
VAR2,3002,Q3
VAR2,3003,Q2
VAR2,3004,Q4
VAR2,3005,Q4
VAR2,3007,Q3
VAR2,3008,Q4
VAR2,3009,Q5
VAR2,3010,Q4
VAR2,3011,Q2
VAR2,3012,Q5
VAR2,3013,Q4
VAR2,3014,Q3
VAR2,3015,Q2
VAR2,3016,Q2
VAR2,3017,Q1
VAR2,3018,Q3
VAR2,3020,Q2
VAR2,3021,Q3
VAR2,3022,Q3
VAR2,3023,Q4
VAR2,3024,Q3
VAR2,3025,Q4
VAR2,3026,Q2
VAR2,3027,Q3
VAR2,3028,Q1
VAR2,3029,Q2
VAR2,3031,Q1
VAR2,3032,Q5
VAR2,3033,Q1
VAR2,3034,Q3
VAR2,3035,Q3
VAR2,3036,Q5
VAR2,3037,Q4
VAR2,3038,Q1
VAR2,3039,Q5
VAR2,3040,Q3
VAR2,3041,Q2
VAR2,3043,Q5
VAR2,3044,Q1
VAR2,3045,Q4
VAR2,3046,Q4
VAR2,3047,Q5
VAR2,3048,Q1
VAR2,3049,Q2
VAR2,3050,Q1
VAR2,3052,Q3
VAR2,3053,Q3
VAR2,3054,Q2
VAR2,3055,Q3
VAR2,3056,Q5
VAR2,3058,Q2
VAR2,3059,Q4
VAR2,3060,Q3
VAR2,3061,Q5
VAR2,3062,Q1
VAR2,3063,Q3
VAR2,3065,Q2
VAR2,3066,Q4
VAR2,3067,Q2
VAR2,3068,Q1
VAR2,3069,Q4
VAR2,3070,Q4
VAR2,3071,Q1
VAR2,3072,Q5
VAR2,3073,Q3
VAR2,3075,Q5
VAR2,3074,Q2
VAR2,3076,Q1
VAR2,3077,Q4
VAR2,3078,Q5
VAR2,3079,Q3
VAR2,3080,Q4
VAR2,3081,Q4
VAR2,3082,Q1
VAR2,3083,Q3
VAR2,3085,Q5
VAR2,3086,Q5
VAR2,3087,Q2
VAR2,3088,Q1
VAR2,3089,Q4
VAR2,3090,Q5
VAR2,3091,Q2
VAR2,3092,Q2
VAR2,3093,Q1
VAR2,3094,Q5
VAR2,3095,Q5
VAR2,3097,Q3
VAR2,3098,Q1
VAR2,3099,Q5
VAR2,3100,Q2
VAR2,3101,Q3
VAR2,3102,Q5
VAR2,3103,Q4
VAR2,3104,Q2
VAR2,3105,Q1
VAR2,3106,Q2
VAR2,3107,Q1
VAR2,3108,Q1
VAR2,3109,Q1
VAR2,3110,Q4
VAR2,3111,Q1
VAR2,3112,Q4
VAR2,3113,Q1
VAR2,3114,Q2
VAR2,3115,Q5
VAR2,3116,Q5
VAR2,3117,Q5
VAR9,3002,Q3
VAR9,3003,Q3
VAR9,3004,Q4
VAR9,3005,Q2
VAR9,3007,Q1
VAR9,3008,Q4
VAR9,3009,Q5
VAR9,3010,Q3
VAR9,3011,Q2
VAR9,3012,Q4
VAR9,3013,Q4
VAR9,3014,Q2
VAR9,3015,Q5
VAR9,3016,Q1
VAR9,3017,Q2
VAR9,3018,Q4
VAR9,3020,Q4
VAR9,3021,Q1
VAR9,3022,Q4
VAR9,3023,Q3
VAR9,3024,Q5
VAR9,3025,Q2
VAR9,3026,Q1
VAR9,3027,Q1
VAR9,3028,Q3
VAR9,3029,Q5
VAR9,3031,Q1
VAR9,3032,Q3
VAR9,3033,Q3
VAR9,3034,Q1
VAR9,3035,Q3
VAR9,3036,Q3
VAR9,3037,Q3
VAR9,3038,Q1
VAR9,3039,Q5
VAR9,3040,Q4
VAR9,3041,Q3
VAR9,3043,Q2
VAR9,3044,Q2
VAR9,3045,Q3
VAR9,3046,Q1
VAR9,3047,Q5
VAR9,3048,Q2
VAR9,3049,Q1
VAR9,3050,Q1
VAR9,3052,Q3
VAR9,3053,Q2
VAR9,3054,Q5
VAR9,3055,Q5
VAR9,3056,Q2
VAR9,3058,Q4
VAR9,3059,Q4
VAR9,3060,Q2
VAR9,3061,Q3
VAR9,3062,Q1
VAR9,3063,Q5
VAR9,3065,Q4
VAR9,3066,Q4
VAR9,3067,Q5
VAR9,3068,Q5
VAR9,3069,Q5
VAR9,3070,Q2
VAR9,3071,Q1
VAR9,3072,Q2
VAR9,3073,Q2
VAR9,3075,Q1
VAR9,3074,Q2
VAR9,3076,Q1
VAR9,3077,Q5
VAR9,3078,Q4
VAR9,3079,Q1
VAR9,3080,Q2
VAR9,3081,Q3
VAR9,3082,Q5
VAR9,3083,Q5
VAR9,3085,Q2
VAR9,3086,Q1
VAR9,3087,Q4
VAR9,3088,Q3
VAR9,3089,Q3
VAR9,3090,Q4
VAR9,3091,Q2
VAR9,3092,Q3
VAR9,3093,Q4
VAR9,3094,Q4
VAR9,3095,Q4
VAR9,3097,Q1
VAR9,3098,Q4
VAR9,3099,Q3
VAR9,3100,Q2
VAR9,3101,Q5
VAR9,3102,Q1
VAR9,3103,Q3
VAR9,3104,Q5
VAR9,3105,Q4
VAR9,3106,Q1
VAR9,3107,Q1
VAR9,3108,Q2
VAR9,3109,Q2
VAR9,3110,Q3
VAR9,3111,Q5
VAR9,3112,Q5
VAR9,3113,Q1
VAR9,3114,Q4
VAR9,3115,Q5
VAR9,3116,Q5
VAR9,3117,Q5
VAR14,3002,Q1
VAR14,3003,Q2
VAR14,3004,Q2
VAR14,3005,Q1
VAR14,3007,Q1
VAR14,3008,Q1
VAR14,3009,Q2
VAR14,3010,Q2
VAR14,3011,Q1
VAR14,3012,Q1
VAR14,3013,Q1
VAR14,3014,Q1
VAR14,3015,Q2
VAR14,3016,Q1
VAR14,3017,Q1
VAR14,3018,Q1
VAR14,3020,Q2
VAR14,3021,Q1
VAR14,3022,Q2
VAR14,3023,Q1
VAR14,3024,Q1
VAR14,3025,Q1
VAR14,3026,Q1
VAR14,3027,Q1
VAR14,3028,Q1
VAR14,3029,Q1
VAR14,3031,Q1
VAR14,3032,Q1
VAR14,3033,Q1
VAR14,3034,Q2
VAR14,3035,Q2
VAR14,3036,Q1
VAR14,3037,Q1
VAR14,3038,Q1
VAR14,3039,Q1
VAR14,3040,Q2
VAR14,3041,Q2
VAR14,3043,Q1
VAR14,3044,Q1
VAR14,3045,Q1
VAR14,3046,Q1
VAR14,3047,Q1
VAR14,3048,Q1
VAR14,3049,Q1
VAR14,3050,NA
VAR14,3052,Q1
VAR14,3053,Q2
VAR14,3054,Q2
VAR14,3055,Q1
VAR14,3056,Q2
VAR14,3058,Q1
VAR14,3059,Q1
VAR14,3060,Q1
VAR14,3061,Q1
VAR14,3062,Q1
VAR14,3063,Q1
VAR14,3065,Q2
VAR14,3066,Q1
VAR14,3067,Q2
VAR14,3068,Q1
VAR14,3069,Q2
VAR14,3070,Q1
VAR14,3071,Q1
VAR14,3072,Q1
VAR14,3073,Q1
VAR14,3075,Q1
VAR14,3074,Q1
VAR14,3076,Q1
VAR14,3077,Q1
VAR14,3078,Q1
VAR14,3079,Q1
VAR14,3080,Q1
VAR14,3081,Q2
VAR14,3082,Q1
VAR14,3083,Q1
VAR14,3085,Q1
VAR14,3086,Q2
VAR14,3087,Q2
VAR14,3088,Q2
VAR14,3089,Q2
VAR14,3090,Q1
VAR14,3091,Q1
VAR14,3092,Q1
VAR14,3093,Q1
VAR14,3094,Q1
VAR14,3095,Q1
VAR14,3097,Q1
VAR14,3098,Q2
VAR14,3099,Q1
VAR14,3100,Q1
VAR14,3101,Q1
VAR14,3102,Q1
VAR14,3103,Q1
VAR14,3104,Q1
VAR14,3105,Q2
VAR14,3106,Q1
VAR14,3107,Q1
VAR14,3108,Q1
VAR14,3109,Q1
VAR14,3110,Q1
VAR14,3111,Q1
VAR14,3112,Q2
VAR14,3113,Q1
VAR14,3114,Q1
VAR14,3115,Q2
VAR14,3116,Q1
VAR14,3117,Q1
VAR17,3002,Q1
VAR17,3003,Q1
VAR17,3004,Q1
VAR17,3005,Q1
VAR17,3007,Q1
VAR17,3008,Q1
VAR17,3009,Q1
VAR17,3010,Q1
VAR17,3011,Q1
VAR17,3012,Q1
VAR17,3013,Q1
VAR17,3014,Q1
VAR17,3015,Q1
VAR17,3016,Q1
VAR17,3017,Q1
VAR17,3018,Q1
VAR17,3020,Q1
VAR17,3021,Q1
VAR17,3022,Q1
VAR17,3023,Q1
VAR17,3024,Q1
VAR17,3025,Q1
VAR17,3026,Q1
VAR17,3027,Q1
VAR17,3028,Q1
VAR17,3029,Q1
VAR17,3031,Q1
VAR17,3032,Q1
VAR17,3033,Q1
VAR17,3034,Q1
VAR17,3035,Q1
VAR17,3036,Q1
VAR17,3037,Q1
VAR17,3038,Q1
VAR17,3039,Q1
VAR17,3040,Q1
VAR17,3041,Q2
VAR17,3043,Q1
VAR17,3044,Q1
VAR17,3045,Q1
VAR17,3046,Q1
VAR17,3047,Q1
VAR17,3048,Q1
VAR17,3049,Q1
VAR17,3050,NA
VAR17,3052,Q1
VAR17,3053,Q1
VAR17,3054,Q1
VAR17,3055,Q1
VAR17,3056,Q1
VAR17,3058,Q1
VAR17,3059,Q1
VAR17,3060,Q1
VAR17,3061,Q1
VAR17,3062,Q1
VAR17,3063,Q1
VAR17,3065,Q2
VAR17,3066,Q1
VAR17,3067,Q2
VAR17,3068,Q1
VAR17,3069,Q1
VAR17,3070,Q1
VAR17,3071,NA
VAR17,3072,Q1
VAR17,3073,Q1
VAR17,3075,Q1
VAR17,3074,Q1
VAR17,3076,Q1
VAR17,3077,Q1
VAR17,3078,Q1
VAR17,3079,Q1
VAR17,3080,Q1
VAR17,3081,Q1
VAR17,3082,Q1
VAR17,3083,Q1
VAR17,3085,Q1
VAR17,3086,Q1
VAR17,3087,Q1
VAR17,3088,Q2
VAR17,3089,Q1
VAR17,3090,Q1
VAR17,3091,Q1
VAR17,3092,Q1
VAR17,3093,Q1
VAR17,3094,Q1
VAR17,3095,Q1
VAR17,3097,Q1
VAR17,3098,Q1
VAR17,3099,Q1
VAR17,3100,Q1
VAR17,3101,Q1
VAR17,3102,Q1
VAR17,3103,Q1
VAR17,3104,Q1
VAR17,3105,Q1
VAR17,3106,Q1
VAR17,3107,Q1
VAR17,3108,Q1
VAR17,3109,Q1
VAR17,3110,Q1
VAR17,3111,Q1
VAR17,3112,Q1
VAR17,3113,Q1
VAR17,3114,Q1
VAR17,3115,Q1
VAR17,3116,Q1
VAR17,3117,Q1
VAR19,3002,Q1
VAR19,3003,Q1
VAR19,3004,Q1
VAR19,3005,Q1
VAR19,3007,Q1
VAR19,3008,Q1
VAR19,3009,Q1
VAR19,3010,Q1
VAR19,3011,Q1
VAR19,3012,Q1
VAR19,3013,Q1
VAR19,3014,Q1
VAR19,3015,Q1
VAR19,3016,Q1
VAR19,3017,Q1
VAR19,3018,Q1
VAR19,3020,Q1
VAR19,3021,Q1
VAR19,3022,Q1
VAR19,3023,Q1
VAR19,3024,Q1
VAR19,3025,Q1
VAR19,3026,Q1
VAR19,3027,Q1
VAR19,3028,Q1
VAR19,3029,Q1
VAR19,3031,Q1
VAR19,3032,Q1
VAR19,3033,Q1
VAR19,3034,Q1
VAR19,3035,Q1
VAR19,3036,Q1
VAR19,3037,Q1
VAR19,3038,Q1
VAR19,3039,Q1
VAR19,3040,Q1
VAR19,3041,Q1
VAR19,3043,Q1
VAR19,3044,Q1
VAR19,3045,Q1
VAR19,3046,Q1
VAR19,3047,Q1
VAR19,3048,Q1
VAR19,3049,Q1
VAR19,3050,NA
VAR19,3052,Q1
VAR19,3053,Q1
VAR19,3054,Q1
VAR19,3055,Q1
VAR19,3056,Q1
VAR19,3058,Q1
VAR19,3059,Q1
VAR19,3060,Q1
VAR19,3061,Q1
VAR19,3062,Q1
VAR19,3063,Q1
VAR19,3065,Q1
VAR19,3066,Q1
VAR19,3067,Q1
VAR19,3068,Q1
VAR19,3069,Q1
VAR19,3070,Q1
VAR19,3071,Q1
VAR19,3072,Q1
VAR19,3073,Q1
VAR19,3075,Q1
VAR19,3074,Q1
VAR19,3076,Q1
VAR19,3077,Q1
VAR19,3078,Q1
VAR19,3079,Q1
VAR19,3080,Q1
VAR19,3081,Q1
VAR19,3082,Q1
VAR19,3083,Q1
VAR19,3085,Q1
VAR19,3086,Q1
VAR19,3087,Q1
VAR19,3088,Q1
VAR19,3089,Q1
VAR19,3090,Q1
VAR19,3091,Q1
VAR19,3092,Q1
VAR19,3093,Q1
VAR19,3094,Q1
VAR19,3095,Q1
VAR19,3097,Q1
VAR19,3098,Q1
VAR19,3099,Q1
VAR19,3100,Q1
VAR19,3101,Q1
VAR19,3102,Q1
VAR19,3103,Q1
VAR19,3104,Q1
VAR19,3105,Q1
VAR19,3106,Q1
VAR19,3107,Q1
VAR19,3108,Q1
VAR19,3109,Q1
VAR19,3110,Q1
VAR19,3111,Q1
VAR19,3112,Q1
VAR19,3113,Q1
VAR19,3114,Q1
VAR19,3115,Q1
VAR19,3116,Q1
VAR19,3117,Q1
VAR21,3002,Q1
VAR21,3003,Q1
VAR21,3004,Q1
VAR21,3005,Q1
VAR21,3007,Q1
VAR21,3008,Q1
VAR21,3009,Q1
VAR21,3010,Q1
VAR21,3011,Q1
VAR21,3012,Q1
VAR21,3013,Q1
VAR21,3014,Q1
VAR21,3015,Q1
VAR21,3016,Q1
VAR21,3017,Q1
VAR21,3018,Q1
VAR21,3020,Q1
VAR21,3021,Q1
VAR21,3022,Q1
VAR21,3023,Q1
VAR21,3024,Q1
VAR21,3025,Q1
VAR21,3026,Q1
VAR21,3027,Q1
VAR21,3028,Q1
VAR21,3029,Q1
VAR21,3031,Q1
VAR21,3032,Q1
VAR21,3033,Q1
VAR21,3034,Q1
VAR21,3035,Q1
VAR21,3036,Q1
VAR21,3037,Q1
VAR21,3038,Q1
VAR21,3039,Q1
VAR21,3040,Q1
VAR21,3041,Q1
VAR21,3043,Q1
VAR21,3044,Q1
VAR21,3045,Q1
VAR21,3046,Q1
VAR21,3047,Q1
VAR21,3048,Q1
VAR21,3049,Q1
VAR21,3050,NA
VAR21,3052,Q1
VAR21,3053,Q1
VAR21,3054,Q1
VAR21,3055,Q1
VAR21,3056,Q1
VAR21,3058,Q1
VAR21,3059,Q1
VAR21,3060,Q1
VAR21,3061,Q1
VAR21,3062,Q1
VAR21,3063,Q1
VAR21,3065,Q1
VAR21,3066,Q1
VAR21,3067,Q1
VAR21,3068,Q1
VAR21,3069,Q1
VAR21,3070,Q1
VAR21,3071,Q1
VAR21,3072,Q1
VAR21,3073,Q1
VAR21,3075,Q1
VAR21,3074,Q1
VAR21,3076,Q1
VAR21,3077,Q1
VAR21,3078,Q1
VAR21,3079,Q1
VAR21,3080,Q1
VAR21,3081,Q1
VAR21,3082,Q1
VAR21,3083,Q1
VAR21,3085,Q1
VAR21,3086,Q1
VAR21,3087,Q1
VAR21,3088,Q1
VAR21,3089,Q1
VAR21,3090,Q1
VAR21,3091,Q1
VAR21,3092,Q1
VAR21,3093,Q1
VAR21,3094,Q1
VAR21,3095,Q1
VAR21,3097,Q1
VAR21,3098,Q1
VAR21,3099,Q1
VAR21,3100,Q1
VAR21,3101,Q1
VAR21,3102,Q1
VAR21,3103,Q1
VAR21,3104,Q1
VAR21,3105,Q1
VAR21,3106,Q1
VAR21,3107,Q1
VAR21,3108,Q1
VAR21,3109,Q1
VAR21,3110,Q1
VAR21,3111,Q1
VAR21,3112,Q1
VAR21,3113,Q1
VAR21,3114,Q1
VAR21,3115,Q1
VAR21,3116,Q1
VAR21,3117,Q1
VAR23,3002,Q1
VAR23,3003,Q1
VAR23,3004,Q1
VAR23,3005,Q1
VAR23,3007,Q1
VAR23,3008,Q1
VAR23,3009,Q1
VAR23,3010,Q1
VAR23,3011,Q1
VAR23,3012,Q1
VAR23,3013,Q1
VAR23,3014,Q1
VAR23,3015,Q1
VAR23,3016,Q1
VAR23,3017,Q1
VAR23,3018,Q1
VAR23,3020,Q1
VAR23,3021,Q1
VAR23,3022,Q1
VAR23,3023,Q1
VAR23,3024,Q1
VAR23,3025,Q1
VAR23,3026,Q1
VAR23,3027,Q1
VAR23,3028,Q1
VAR23,3029,Q1
VAR23,3031,Q1
VAR23,3032,Q1
VAR23,3033,Q1
VAR23,3034,Q1
VAR23,3035,Q1
VAR23,3036,Q1
VAR23,3037,Q1
VAR23,3038,Q1
VAR23,3039,Q1
VAR23,3040,Q1
VAR23,3041,Q1
VAR23,3043,Q1
VAR23,3044,Q1
VAR23,3045,Q1
VAR23,3046,Q1
VAR23,3047,Q1
VAR23,3048,Q1
VAR23,3049,Q1
VAR23,3050,NA
VAR23,3052,Q1
VAR23,3053,Q1
VAR23,3054,Q1
VAR23,3055,Q1
VAR23,3056,Q1
VAR23,3058,Q1
VAR23,3059,Q1
VAR23,3060,Q1
VAR23,3061,Q1
VAR23,3062,Q1
VAR23,3063,Q1
VAR23,3065,Q1
VAR23,3066,Q1
VAR23,3067,Q1
VAR23,3068,Q1
VAR23,3069,Q1
VAR23,3070,Q1
VAR23,3071,Q1
VAR23,3072,Q1
VAR23,3073,Q1
VAR23,3075,Q1
VAR23,3074,Q1
VAR23,3076,Q1
VAR23,3077,Q1
VAR23,3078,Q1
VAR23,3079,Q1
VAR23,3080,Q1
VAR23,3081,Q1
VAR23,3082,Q1
VAR23,3083,Q1
VAR23,3085,Q1
VAR23,3086,Q1
VAR23,3087,Q1
VAR23,3088,Q1
VAR23,3089,Q1
VAR23,3090,Q1
VAR23,3091,Q1
VAR23,3092,Q1
VAR23,3093,Q1
VAR23,3094,Q1
VAR23,3095,Q1
VAR23,3097,Q1
VAR23,3098,Q1
VAR23,3099,Q1
VAR23,3100,Q1
VAR23,3101,Q1
VAR23,3102,Q1
VAR23,3103,Q1
VAR23,3104,Q1
VAR23,3105,Q1
VAR23,3106,Q1
VAR23,3107,Q1
VAR23,3108,Q1
VAR23,3109,Q1
VAR23,3110,Q1
VAR23,3111,Q1
VAR23,3112,Q1
VAR23,3113,Q1
VAR23,3114,Q1
VAR23,3115,Q1
VAR23,3116,Q1
VAR23,3117,Q1
VAR25,3002,Q1
VAR25,3003,Q1
VAR25,3004,Q1
VAR25,3005,Q1
VAR25,3007,Q1
VAR25,3008,Q1
VAR25,3009,Q1
VAR25,3010,Q1
VAR25,3011,Q1
VAR25,3012,Q1
VAR25,3013,Q1
VAR25,3014,Q1
VAR25,3015,Q1
VAR25,3016,Q1
VAR25,3017,Q1
VAR25,3018,Q1
VAR25,3020,Q1
VAR25,3021,Q1
VAR25,3022,Q1
VAR25,3023,Q1
VAR25,3024,Q1
VAR25,3025,Q1
VAR25,3026,Q1
VAR25,3027,Q1
VAR25,3028,Q1
VAR25,3029,Q1
VAR25,3031,Q1
VAR25,3032,Q1
VAR25,3033,Q1
VAR25,3034,Q1
VAR25,3035,Q1
VAR25,3036,Q1
VAR25,3037,Q1
VAR25,3038,Q1
VAR25,3039,Q1
VAR25,3040,Q1
VAR25,3041,Q1
VAR25,3043,Q1
VAR25,3044,Q1
VAR25,3045,Q1
VAR25,3046,Q1
VAR25,3047,Q1
VAR25,3048,Q1
VAR25,3049,Q1
VAR25,3050,NA
VAR25,3052,Q1
VAR25,3053,Q1
VAR25,3054,Q1
VAR25,3055,Q1
VAR25,3056,Q1
VAR25,3058,Q1
VAR25,3059,Q1
VAR25,3060,Q1
VAR25,3061,Q1
VAR25,3062,Q1
VAR25,3063,Q1
VAR25,3065,Q1
VAR25,3066,Q1
VAR25,3067,Q1
VAR25,3068,Q1
VAR25,3069,Q1
VAR25,3070,Q1
VAR25,3071,Q1
VAR25,3072,Q1
VAR25,3073,Q1
VAR25,3075,Q1
VAR25,3074,Q1
VAR25,3076,Q1
VAR25,3077,Q1
VAR25,3078,Q1
VAR25,3079,Q1
VAR25,3080,Q1
VAR25,3081,Q1
VAR25,3082,Q1
VAR25,3083,Q1
VAR25,3085,Q1
VAR25,3086,Q1
VAR25,3087,Q1
VAR25,3088,Q1
VAR25,3089,Q1
VAR25,3090,Q1
VAR25,3091,Q1
VAR25,3092,Q1
VAR25,3093,Q1
VAR25,3094,Q1
VAR25,3095,Q1
VAR25,3097,Q1
VAR25,3098,Q1
VAR25,3099,Q1
VAR25,3100,Q1
VAR25,3101,Q1
VAR25,3102,Q1
VAR25,3103,Q1
VAR25,3104,Q1
VAR25,3105,Q1
VAR25,3106,Q1
VAR25,3107,Q1
VAR25,3108,Q1
VAR25,3109,Q1
VAR25,3110,Q1
VAR25,3111,Q1
VAR25,3112,Q1
VAR25,3113,Q1
VAR25,3114,Q1
VAR25,3115,Q1
VAR25,3116,Q1
VAR25,3117,Q1
VAR50,3002,Q1
VAR50,3003,Q1
VAR50,3004,Q1
VAR50,3005,Q1
VAR50,3007,Q1
VAR50,3008,Q1
VAR50,3009,Q1
VAR50,3010,Q1
VAR50,3011,Q1
VAR50,3012,Q1
VAR50,3013,Q1
VAR50,3014,Q1
VAR50,3015,Q1
VAR50,3016,Q1
VAR50,3017,Q1
VAR50,3018,Q1
VAR50,3020,Q1
VAR50,3021,Q1
VAR50,3022,Q1
VAR50,3023,Q1
VAR50,3024,Q1
VAR50,3025,Q1
VAR50,3026,Q1
VAR50,3027,Q1
VAR50,3028,Q1
VAR50,3029,Q1
VAR50,3031,Q1
VAR50,3032,Q1
VAR50,3033,Q1
VAR50,3034,Q1
VAR50,3035,Q1
VAR50,3036,Q1
VAR50,3037,Q1
VAR50,3038,Q1
VAR50,3039,Q1
VAR50,3040,Q1
VAR50,3041,Q1
VAR50,3043,Q1
VAR50,3044,Q1
VAR50,3045,Q1
VAR50,3046,Q1
VAR50,3047,Q1
VAR50,3048,Q1
VAR50,3049,Q1
VAR50,3050,Q1
VAR50,3052,Q1
VAR50,3053,Q1
VAR50,3054,Q1
VAR50,3055,Q1
VAR50,3056,Q1
VAR50,3058,Q1
VAR50,3059,Q1
VAR50,3060,Q1
VAR50,3061,Q1
VAR50,3062,Q1
VAR50,3063,Q1
VAR50,3065,Q1
VAR50,3066,Q1
VAR50,3067,Q1
VAR50,3068,Q1
VAR50,3069,Q1
VAR50,3070,Q1
VAR50,3071,Q1
VAR50,3072,Q1
VAR50,3073,Q1
VAR50,3075,Q1
VAR50,3074,Q1
VAR50,3076,Q1
VAR50,3077,Q1
VAR50,3078,Q1
VAR50,3079,Q1
VAR50,3080,Q1
VAR50,3081,Q1
VAR50,3082,Q1
VAR50,3083,Q1
VAR50,3085,Q1
VAR50,3086,Q1
VAR50,3087,Q1
VAR50,3088,Q1
VAR50,3089,Q1
VAR50,3090,Q1
VAR50,3091,Q1
VAR50,3092,Q1
VAR50,3093,Q1
VAR50,3094,Q1
VAR50,3095,Q1
VAR50,3097,Q1
VAR50,3098,Q1
VAR50,3099,Q1
VAR50,3100,Q1
VAR50,3101,Q1
VAR50,3102,Q1
VAR50,3103,Q1
VAR50,3104,Q1
VAR50,3105,Q1
VAR50,3106,Q1
VAR50,3107,Q1
VAR50,3108,Q1
VAR50,3109,Q1
VAR50,3110,Q1
VAR50,3111,Q1
VAR50,3112,Q1
VAR50,3113,Q1
VAR50,3114,Q1
VAR50,3115,Q1
VAR50,3116,Q1
VAR50,3117,Q1
VAR51,3002,Q1
VAR51,3003,Q1
VAR51,3004,Q1
VAR51,3005,Q1
VAR51,3007,Q1
VAR51,3008,Q1
VAR51,3009,Q1
VAR51,3010,Q1
VAR51,3011,Q1
VAR51,3012,Q1
VAR51,3013,Q1
VAR51,3014,Q1
VAR51,3015,Q1
VAR51,3016,Q1
VAR51,3017,Q1
VAR51,3018,Q1
VAR51,3020,Q1
VAR51,3021,Q1
VAR51,3022,Q1
VAR51,3023,Q1
VAR51,3024,Q1
VAR51,3025,Q1
VAR51,3026,Q1
VAR51,3027,Q1
VAR51,3028,Q1
VAR51,3029,Q1
VAR51,3031,Q1
VAR51,3032,Q1
VAR51,3033,Q1
VAR51,3034,Q1
VAR51,3035,Q1
VAR51,3036,Q1
VAR51,3037,Q1
VAR51,3038,Q1
VAR51,3039,Q1
VAR51,3040,Q1
VAR51,3041,Q1
VAR51,3043,Q1
VAR51,3044,Q1
VAR51,3045,Q1
VAR51,3046,Q1
VAR51,3047,Q1
VAR51,3048,Q1
VAR51,3049,Q1
VAR51,3050,Q1
VAR51,3052,Q1
VAR51,3053,Q1
VAR51,3054,Q1
VAR51,3055,Q1
VAR51,3056,Q1
VAR51,3058,Q1
VAR51,3059,Q1
VAR51,3060,Q1
VAR51,3061,Q1
VAR51,3062,Q1
VAR51,3063,Q1
VAR51,3065,Q1
VAR51,3066,Q1
VAR51,3067,Q1
VAR51,3068,Q1
VAR51,3069,Q1
VAR51,3070,Q1
VAR51,3071,Q1
VAR51,3072,Q1
VAR51,3073,Q1
VAR51,3075,Q1
VAR51,3074,Q1
VAR51,3076,Q1
VAR51,3077,Q1
VAR51,3078,Q1
VAR51,3079,Q1
VAR51,3080,Q1
VAR51,3081,Q1
VAR51,3082,Q1
VAR51,3083,Q1
VAR51,3085,Q1
VAR51,3086,Q1
VAR51,3087,Q1
VAR51,3088,Q1
VAR51,3089,Q1
VAR51,3090,Q1
VAR51,3091,Q1
VAR51,3092,Q1
VAR51,3093,Q1
VAR51,3094,Q1
VAR51,3095,Q1
VAR51,3097,Q1
VAR51,3098,Q1
VAR51,3099,Q1
VAR51,3100,Q1
VAR51,3101,Q1
VAR51,3102,Q1
VAR51,3103,Q1
VAR51,3104,Q1
VAR51,3105,Q1
VAR51,3106,Q1
VAR51,3107,Q1
VAR51,3108,Q1
VAR51,3109,Q1
VAR51,3110,Q1
VAR51,3111,Q1
VAR51,3112,Q1
VAR51,3113,Q1
VAR51,3114,Q1
VAR51,3115,Q1
VAR51,3116,Q1
VAR51,3117,Q1
VAR53,3002,Q1
VAR53,3003,Q1
VAR53,3004,Q1
VAR53,3005,Q1
VAR53,3007,Q1
VAR53,3008,Q1
