ottawa_ons2022_carp_3021_00000_1_8_percent,195,40,0.205128205,0.051282051,0,0,1,0.375,0.575,0,0,0,NA,0,0,0,11.8,64000,88000,72000,92000,4.8,6.6,0.75,0,0,0,0,0,0,0,0,NA,26.7,20.4,5.1,15,0.136363636,200,75,115,0,0,0,0,0,NA,0,NA,40,1,0,0,0,0,0,0,0,0,35,0.4375,10,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_carson_grove_carson_meadows_3022_00000_2_5_percent,385,70,0.181818182,0.155844156,0,0,1,0.675324675,0.272727273,0.038961039,0,0,NA,0,0.090909091,0.155844156,12.5,38800,40000,35000,42000,17.6,24.4,0.568181818,0,45,0.116883117,0,0,35,0.12962963,0,0,40,38,15.6,70,0.518518519,385,260,105,15,0,0,0,120,Inf,0,NA,65,0.619047619,15,0.142857143,20,0.19047619,0,0,0,0,65,0.382352941,15,0.088235294,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_casselman_3602_00000_2_7_percent,140,10,0.071428571,0.178571429,0,0,1,0.714285714,0.321428571,0,0,0,NA,0,0.1875,0.178571429,0,50000,47000,46000,51000,12.4,22,0.6875,0,0,0,0,NA,0,0,0,0,43.6,40.8,17.9,0,0,140,100,45,0,0,0,0,100,Inf,10,Inf,60,0.923076923,0,0,0,0,0,0,0,0,10,0.133333333,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_centrepointe_briargreen_3023_00000_1_9_percent,165,25,0.151515152,0.090909091,0,0,1,0.484848485,0.393939394,0,0,0,NA,0,0,0.060606061,20,57000,84000,51000,69000,7,10,0.666666667,0,30,0.181818182,0,0,30,0.24,0,0,38.4,33.6,9.1,20,0.4,165,80,65,0,0,0,0,0,NA,0,NA,35,0.777777778,10,0.222222222,0,0,0,0,0,0,35,0.4375,15,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_centretown_3024_00000_5_7_percent,875,120,0.137142857,0.045714286,0,0,1,0.502857143,0.388571429,0.068571429,0,0,NA,0,0.069767442,0.428571429,13.9,47600,59000,44900,55200,7.5,11.9,0.674418605,0,180,0.205714286,0,0,155,0.203947368,0,0,37,33.6,4.6,45,0.45,875,440,340,60,0,0,0,70,Inf,0,NA,65,0.270833333,50,0.208333333,105,0.4375,15,0.0625,10,0.041666667,280,0.533333333,15,0.028571429,0.92248062,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_champlain_3603_00000_2_8_percent,250,30,0.12,0.16,0,0,1,0.44,0.48,0,0,0,NA,0,0.214285714,0.12,10.5,38000,41000,31800,37600,18,28.4,0.571428571,0,35,0.137254902,0,0,25,0.166666667,0,0,43,48,16,25,0.333333333,250,110,120,0,0,0,0,145,Inf,25,Inf,55,1,0,0,0,0,0,0,0,0,30,0.375,10,0.125,0.785714286,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_chapel_hill_north_3025_00000_1_4_percent,340,55,0.161764706,0.088235294,0,0,1,0.402985075,0.537313433,0,0,0,NA,0,0.057142857,0.044117647,19.4,52800,57200,50000,58000,7.8,13.4,0.657142857,0,0,0,0,0,0,0,0,0,35.3,38.4,8.8,70,0.538461538,335,135,180,0,0,0,0,80,Inf,0,NA,70,0.777777778,10,0.111111111,0,0,0,0,0,0,60,0.413793103,10,0.068965517,0.942857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_chapel_hill_south_3026_00000_1_3_percent,350,50,0.142857143,0.1,0,0,1,0.352112676,0.61971831,0,0,0,NA,0,0,0.071428571,8.6,60800,79000,59200,78500,8.4,11,0.844444444,0,50,0.142857143,0,0,30,0.125,0,0,39.5,37.2,10,35,0.333333333,355,125,220,0,0,0,0,135,Inf,0,NA,85,0.944444444,0,0,0,0,0,0,0,0,70,0.451612903,10,0.064516129,0.977777778,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_chapman_mills_3027_00000_1_4_percent,120,30,0.25,0,0,0,1,0.4,0.44,0.08,0,0,NA,0,0,0,28.6,48000,64000,54000,68000,3.2,8,0.916666667,0,0,0,0,0,0,0,0,NA,25.8,23,0,15,0.272727273,125,50,55,10,0,0,0,0,NA,0,NA,30,1,0,0,0,0,0,0,0,0,25,0.5,0,0,0.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_city_view_3028_00000_4_8_percent,245,55,0.224489796,0.163265306,0,0,1,0.551020408,0.326530612,0.081632653,0,0,NA,0,0.272727273,0.081632653,18.2,40400,47000,38400,48000,13.6,20.4,0.363636364,0,35,0.142857143,0,0,30,0.181818182,0,0,34.6,28.8,16.3,15,0.2,245,135,80,20,0,0,0,0,NA,0,NA,55,0.846153846,0,0,0,0,0,0,10,0.153846154,30,0.315789474,15,0.157894737,0.727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_civic_hospital_3029_00000_2_7_percent,75,0,0,0.2,0,0,1,0.466666667,0.333333333,0,0,0,NA,0,0,0.2,0,42000,46000,38000,46000,12,20,0.8,0,0,0,0,NA,0,0,0,NA,42,45.6,20,0,0,75,35,25,0,0,0,0,0,NA,0,NA,15,0.6,0,0,10,0.4,0,0,0,0,10,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_clarence_rockland_3604_00000_1_7_percent,1360,180,0.132352941,0.139705882,0,0,1,0.488970588,0.470588235,0.007352941,0,0,NA,0,0.125,0.0625,8.9,47800,52900,44200,51700,12.5,16.5,0.588235294,0,85,0.0625,0,0,50,0.0625,15,0.078947368,37.8,38.4,14,155,0.319587629,1360,665,640,10,0,0,0,620,Inf,45,Inf,390,0.906976744,0,0,25,0.058139535,0,0,15,0.034883721,175,0.289256198,135,0.223140496,0.875,0.069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_colonnade_business_park_3030_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_constance_bay_3031_00000_5_1_percent,160,30,0.1875,0.0625,0,0,1,0.290322581,0.677419355,0,0,0,NA,0,0.125,0.125,29.4,43000,49000,45000,49000,9.2,14,0.8125,0,0,0,0,0,0,0,0,NA,32.4,33.6,6.3,0,0,155,45,105,0,0,0,0,0,NA,0,NA,30,1,0,0,0,0,0,0,0,0,30,0.5,20,0.333333333,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_convent_glen_orleans_woods_3032_00000_1_5_percent,420,70,0.166666667,0.142857143,0,0,1,0.428571429,0.511904762,0.05952381,0,0,NA,0,0.090909091,0.083333333,17,47200,51200,46800,54000,8.6,14.2,0.636363636,0,40,0.094117647,0,0,25,0.092592593,0,0,37.7,36,14.3,55,0.35483871,420,180,215,25,0,0,0,125,Inf,15,Inf,85,0.772727273,25,0.227272727,0,0,0,0,0,0,80,0.432432432,35,0.189189189,0.909090909,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_corkery_3033_00000_2_5_percent,100,0,0,0.15,0,0,1,0.666666667,0.285714286,0,0,0,NA,0,0,0,18.2,50000,56000,52000,60000,9,9.5,0.909090909,0,0,0,0,NA,0,0,0,NA,38.8,40.4,15,10,0.25,105,70,30,0,0,0,0,0,NA,0,NA,40,1,0,0,0,0,0,0,0,0,15,0.3,15,0.3,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_cornwall_3802_00000_2_5_percent,2615,430,0.164435946,0.116634799,0,0.011494253,1,0.691570881,0.229885057,0.03256705,0,0,0,0,0.259414226,0.13957935,16,33840,32700,30160,32500,31.3,39.4,0.464435146,0,715,0.273422562,270,0.327272727,335,0.226351351,110,0.360655738,33.8,30.8,11.7,545,0.519047619,2610,1805,600,85,30,0,0,140,Inf,0,NA,610,0.84137931,35,0.048275862,50,0.068965517,0,0,20,0.027586207,90,0.110429448,115,0.141104294,0.740585774,0.075862069,0,0,0,0,0,0,0,0,0,0,0,0,0,2610,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_craig_henry_manordale_3034_00000_2_2_percent,215,50,0.23255814,0.046511628,0,0,1,0.5,0.409090909,0.068181818,0,0,NA,0,0.086956522,0.046511628,19.4,40800,40000,39200,40000,14.4,21,0.739130435,0,0,0,0,0,0,0,0,NA,31,28.8,4.7,25,0.5,220,110,90,15,0,0,0,0,NA,0,NA,45,0.692307692,20,0.307692308,0,0,0,0,0,0,50,0.434782609,10,0.086956522,0.913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_crestview_tanglewood_3035_00000_1_4_percent,200,25,0.125,0,0,0,1,0.525,0.25,0.175,0,0,NA,0,0.217391304,0,16,38000,41000,38000,45000,11.2,17.5,0.652173913,0,0,0,0,0,0,0,0,NA,30.1,32.4,0,30,0.375,200,105,50,35,0,0,0,0,NA,0,NA,25,0.416666667,10,0.166666667,0,0,0,0,10,0.166666667,45,0.45,10,0.1,0.826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_crystal_bay_lakeview_park_3036_00000_2_0_percent,135,20,0.148148148,0.111111111,0,0,1,0.615384615,0.346153846,0,0,0,NA,0,0.166666667,0,20,41000,42000,38500,46000,14,22,0.333333333,0,0,0,0,0,0,0,0,NA,31.6,27,11.1,35,0.538461538,130,80,45,0,0,0,0,0,NA,0,NA,25,0.833333333,0,0,0,0,0,0,0,0,10,0.25,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_cumberland_3037_00000_1_2_percent,145,25,0.172413793,0.172413793,0,0,1,0.535714286,0.428571429,0,0,0,NA,0,0.176470588,0.172413793,0,47000,58000,43000,50000,10.4,14.8,0.764705882,0,25,0.178571429,0,0,0,0,0,0,48,53.6,17.2,10,0.2,140,75,60,0,0,0,0,50,Inf,0,NA,70,1,0,0,0,0,0,0,0,0,20,0.222222222,10,0.111111111,0.823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_deep_river_3705_00000_2_4_percent,255,25,0.098039216,0.117647059,0,0,1,0.509803922,0.450980392,0,0,0,NA,0,0.225806452,0.215686275,0,46400,62000,50400,73500,10,13,0.612903226,0,45,0.18,0,0,40,0.228571429,0,0,40.8,44,11.8,10,0.142857143,255,130,115,0,0,0,0,10,Inf,0,NA,70,0.7,0,0,15,0.15,0,0,0,0,25,0.2,20,0.16,0.774193548,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_drummond_north_elmsley_3403_00000_2_7_percent,295,50,0.169491525,0.13559322,0,0,1,0.525423729,0.406779661,0,0,0,NA,0,0.236842105,0.101694915,20,36800,41200,37600,41600,17.6,22.4,0.473684211,0,25,0.083333333,0,0,15,0.066666667,0,0,43.4,46.4,13.6,40,0.421052632,295,155,120,0,0,0,0,20,Inf,0,NA,90,0.9,0,0,0,0,0,0,10,0.1,15,0.130434783,25,0.217391304,0.763157895,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_dunrobin_3038_00000_2_2_percent,130,0,0,0,0,0,1,0.407407407,0.407407407,0,0,0,NA,0,0,0,0,68000,96000,61000,80000,3,4.4,0.764705882,0,0,0,0,0,0,0,0,NA,32.8,36.8,0,20,0.363636364,135,55,55,0,0,0,0,0,NA,0,NA,20,1,0,0,0,0,0,0,0,0,50,0.714285714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_east_hawkesbury_3605_00000_2_2_percent,110,10,0.090909091,0.136363636,0,0,1,0.454545455,0.545454545,0,0,0,NA,0,0.166666667,0,0,42000,42000,37500,44000,14,26,0.583333333,0,20,0.181818182,0,0,0,0,15,1,38,42.4,13.6,0,0,110,50,60,0,0,0,0,85,Inf,45,Inf,45,1,0,0,0,0,0,0,0,0,20,0.307692308,25,0.384615385,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_edwards_carlsbad_springs_3039_00000_5_6_percent,125,0,0,0.16,0,0,1,0.333333333,0.625,0,0,0,NA,0,0.142857143,0,0,57000,65000,53000,63000,9.2,10.4,0.642857143,0,0,0,0,0,0,0,0,0,41.2,48,16,10,0.25,120,40,75,0,0,0,0,0,NA,0,NA,40,0.8,0,0,0,0,0,0,0,0,15,0.25,25,0.416666667,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_elmvale_canterbury_3040_00000_2_0_percent,225,50,0.222222222,0.088888889,0,0,1,0.636363636,0.340909091,0,0,0,NA,0,0.346153846,0.111111111,15.4,49200,66000,42800,54800,14,16.8,0.461538462,0,25,0.111111111,0,0,15,0.085714286,0,0,38.2,33.2,8.9,40,0.8,220,140,75,0,0,0,0,10,Inf,0,NA,45,0.5625,15,0.1875,10,0.125,0,0,0,0,35,0.318181818,0,0,0.653846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_emerald_woods_sawmill_creek_3041_00000_3_6_percent,95,10,0.105263158,0.105263158,0,0,1,0.736842105,0.157894737,0,0,0,NA,0,0.153846154,0.157894737,18.2,43000,50000,39500,50000,13,21,0.692307692,0,0,0,0,NA,0,0,0,NA,37.2,40,10.5,10,0.333333333,95,70,15,0,0,0,0,0,NA,0,NA,15,0.6,0,0,0,0,0,0,0,0,25,0.5,0,0,0.769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_experimental_farm_3042_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_fallingbrook_3043_00000_1_4_percent,510,110,0.215686275,0.098039216,0,0,1,0.45631068,0.466019417,0.058252427,0,0,NA,0,0.063829787,0.049019608,11.5,47000,54600,46400,55200,7.9,12.2,0.765957447,0,0,0,0,0,0,0,0,0,34.5,30.8,9.8,45,0.1875,515,235,240,30,0,0,0,160,Inf,0,NA,100,0.769230769,20,0.153846154,0,0,10,0.076923077,0,0,105,0.456521739,15,0.065217391,0.957446809,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_findlay_creek_3044_00000_1_5_percent,200,30,0.15,0,0,0,1,0.65,0.25,0.075,0,0,NA,0,0,0,10,56000,76000,52000,61000,6.6,8.4,0.842105263,0,0,0,0,0,0,0,0,NA,28.5,25.8,0,40,0.4,200,130,50,15,0,0,0,30,Inf,10,Inf,35,1,0,0,0,0,0,0,0,0,60,0.666666667,15,0.166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_fisher_heights_3045_00000_2_1_percent,70,0,0,0.142857143,0,0,1,0.642857143,0.357142857,0,0,0,NA,0,0,0,0,50000,56000,44000,48000,17,16,0.666666667,0,0,0,0,0,0,0,0,NA,30.8,31.8,14.3,0,0,70,45,25,0,0,0,0,0,NA,0,NA,15,0.6,0,0,0,0,0,0,15,0.6,10,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_fitzroy_3046_00000_4_2_percent,125,10,0.08,0.24,0,0,1,0.48,0.48,0,0,0,NA,0,0.125,0.08,27.3,31600,37500,29200,36500,22,28,0.25,0,0,0,0,NA,0,0,0,0,48.4,55.6,24,10,0.25,125,60,60,0,0,0,0,10,Inf,0,NA,25,1,0,0,0,0,0,0,0,0,10,0.285714286,0,0,0.8125,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_glebe_dows_lake_3047_00000_4_1_percent,220,40,0.181818182,0.090909091,0,0,1,0.644444444,0.222222222,0.044444444,0,0,NA,0,0.074074074,0.227272727,6.7,46400,50400,43200,49200,6.2,13.2,0.740740741,0,35,0.159090909,0,0,30,0.181818182,0,0,36,32.8,9.1,35,0.538461538,225,145,50,10,0,0,0,20,Inf,0,NA,40,0.666666667,0,0,15,0.25,0,0,0,0,75,0.535714286,25,0.178571429,0.962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_glen_cairn_3048_00000_2_3_percent,395,80,0.202531646,0.151898734,0,0,1,0.683544304,0.291139241,0,0,0,NA,0,0.054054054,0.088607595,16.7,43600,41200,40800,41600,15.8,21.2,0.594594595,0,0,0,0,0,0,0,0,0,35.6,31.2,15.2,75,0.428571429,395,270,115,0,0,0,0,0,NA,0,NA,80,0.842105263,0,0,0,0,0,0,0,0,55,0.366666667,15,0.1,0.945945946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_greater_madawaska_3706_00010_11_0_percent,160,10,0.0625,0.0625,0,0,1,0.258064516,0.709677419,0,0,0,NA,0,0,0,13.3,35500,39500,36000,41000,10.8,12.8,0.65,0,0,0,0,0,0,0,0,NA,38,35.2,6.3,10,0.181818182,155,40,110,0,0,0,0,0,NA,0,NA,60,0.923076923,0,0,0,0,0,0,0,0,0,0,20,0.285714286,0.9,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_greely_3049_00000_0_9_percent,310,50,0.161290323,0.080645161,0,0,1,0.548387097,0.35483871,0,0,0,NA,0,0,0,21.2,56800,64500,53600,64500,5.8,8,0.677419355,0,0,0,0,0,0,0,0,0,33.4,29.6,8.1,25,0.15625,310,170,110,0,0,0,0,20,Inf,0,NA,65,0.928571429,0,0,0,0,0,0,0,0,65,0.481481481,20,0.148148148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_greenbelt_east_3050_00000_6_9_percent,15,10,0.666666667,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,NA,44,NA,0,0,NA,15,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_greenbelt_west_3051_00919_12_5_percent,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_greenboro_east_3052_00000_2_0_percent,80,10,0.125,0.125,0,0,1,0.733333333,0.266666667,0,0,0,NA,0,0,0,0,58000,64000,54000,60000,12,13,0.857142857,0,0,0,0,0,0,0,0,NA,30.8,34,12.5,10,0.333333333,75,55,20,0,0,0,0,0,NA,0,NA,15,1,0,0,0,0,0,0,0,0,15,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_greenboro_west_3053_00000_2_2_percent,120,10,0.083333333,0,0,0,1,0.869565217,0.086956522,0,0,0,NA,0,0.25,0.083333333,0,48000,60000,46000,61000,9,17,0.8125,0,25,0.208333333,0,0,20,0.210526316,0,NA,36.4,36.4,0,35,0.875,115,100,10,0,0,0,0,20,Inf,0,NA,35,0.875,0,0,0,0,0,0,0,0,25,0.384615385,0,0,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_hawkesbury_3606_00000_4_1_percent,400,25,0.0625,0.1875,0,0,1,0.6,0.3125,0.05,0,0,NA,0,0.391304348,0.1875,10.3,31800,32400,28600,33600,36,42,0.304347826,0,100,0.25,0,0,65,0.265306122,20,0.285714286,42.7,44.8,18.8,50,0.555555556,400,240,125,20,0,0,0,300,Inf,45,Inf,100,0.952380952,0,0,0,0,0,0,0,0,30,0.230769231,25,0.192307692,0.608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,1
