ottawa_ons2022_hawthorn_meadows_sheffield_glen_3054_00000_7_3_percent,290,50,0.172413793,0.189655172,0,0,1,0.543859649,0.350877193,0.035087719,0,0,NA,0,0.392857143,0.24137931,8.7,35600,43200,35200,44000,23.2,27.2,0.321428571,0,95,0.327586207,20,0.4,65,0.361111111,0,0,38.8,36.8,19,40,0.444444444,285,155,100,10,0,0,0,50,Inf,0,NA,30,0.461538462,10,0.153846154,15,0.230769231,0,0,0,0,40,0.4,15,0.15,0.607142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_head_clara_and_maria_3707_00009_4_1_percent,30,0,0,0.666666667,0,0,1,0.666666667,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,66,65.5,66.7,0,NA,30,20,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_hintonburg_mechanicsville_3055_00000_3_8_percent,305,15,0.049180328,0.098360656,0,0,1,0.540983607,0.278688525,0.06557377,0,0,NA,0,0.125,0.31147541,20,46800,54400,43200,54400,13.4,20.4,0.675,0,45,0.147540984,0,0,30,0.139534884,0,0,35.2,31.2,9.8,50,0.769230769,305,165,85,20,0,0,0,10,Inf,0,NA,30,0.666666667,10,0.222222222,0,0,0,0,0,0,100,0.714285714,15,0.107142857,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_horton_3708_00000_5_3_percent,340,60,0.176470588,0.191176471,0,0,1,0.462686567,0.492537313,0,0,0,NA,0,0.151515152,0.029411765,6.3,34000,34800,33200,38800,19.2,24,0.515151515,0,45,0.132352941,0,0,20,0.1,0,0,42.1,45.6,19.1,50,0.37037037,335,155,165,0,0,0,0,0,NA,0,NA,125,1,0,0,0,0,0,0,0,0,30,0.2,15,0.1,0.818181818,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_hunt_club_park_3056_00000_3_4_percent,105,10,0.095238095,0,0,0,1,0.333333333,0.523809524,0,0,0,NA,0,0.222222222,0,0,50000,56000,42000,48000,18,20,0.555555556,0,0,0,0,0,0,0,0,NA,26.2,16.2,0,30,0.5,105,35,55,0,0,0,0,10,Inf,10,Inf,10,1,0,0,0,0,0,0,0,0,25,0.714285714,0,0,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_industrial_east_3057_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_iris_3058_00000_2_9_percent,265,50,0.188679245,0.056603774,0,0,1,0.622641509,0.320754717,0,0,0,NA,0,0.21875,0.188679245,17.6,37600,32800,36000,37600,13.6,28.4,0.53125,0,45,0.169811321,0,0,30,0.157894737,0,0,33.2,29,5.7,55,0.611111111,265,165,85,0,0,0,0,50,Inf,10,Inf,70,0.7,20,0.2,0,0,0,0,0,0,45,0.310344828,15,0.103448276,0.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_island_park_wellington_village_3059_00000_1_9_percent,115,10,0.086956522,0.086956522,0,0,1,0.52173913,0.347826087,0,0,0,NA,0,0,0,0,64000,76000,54000,64000,5.2,8,0.833333333,0,0,0,0,0,0,0,0,NA,32.4,28.8,8.7,10,0.222222222,115,60,40,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,35,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_kanata_lakes_3060_00000_2_3_percent,185,0,0,0.297297297,0,0,1,0.405405405,0.486486486,0,0,0,NA,0,0,0.243243243,0,64000,77000,52000,61000,12.4,13.2,0.8,0,0,0,0,0,0,0,0,0,43,43.2,29.7,20,0.333333333,185,75,90,0,0,0,0,0,NA,0,NA,25,1,0,0,0,0,0,0,0,0,40,0.615384615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_katimavik_hazeldean_3061_00000_1_7_percent,190,25,0.131578947,0.157894737,0,0,1,0.675675676,0.216216216,0,0,0,NA,0,0.166666667,0,15.8,42000,41000,41000,43000,17,20,0.833333333,0,0,0,0,0,0,0,0,0,36.4,35.6,15.8,20,0.333333333,185,125,40,0,0,0,0,10,Inf,0,NA,25,0.5,0,0,0,0,0,0,20,0.4,35,0.4375,15,0.1875,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_killaloe_hagarty_and_richards_3709_00000_5_3_percent,205,25,0.12195122,0.243902439,0,0,1,0.642857143,0.30952381,0,0,0,NA,0,0,0.048780488,12.5,34500,32000,36000,41000,19.5,30,0.588235294,0,0,0,0,0,0,0,0,0,37.6,33.6,24.4,15,0.176470588,210,135,65,0,0,0,0,0,NA,0,NA,55,1,0,0,0,0,0,0,0,0,15,0.2,20,0.266666667,0.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_kinburn_3062_00000_4_8_percent,90,15,0.166666667,0.111111111,0,0,1,0.166666667,0.666666667,0,0,0,NA,0,0,0,21.4,42000,50000,39000,50000,10,15,0.583333333,0,0,0,0,NA,0,0,0,NA,40.8,38.8,11.1,0,0,90,15,60,0,0,0,0,0,NA,0,NA,35,1,0,0,0,0,0,0,0,0,20,0.333333333,15,0.25,0.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_lanark_highlands_3404_00000_7_3_percent,260,15,0.057692308,0.134615385,0,0,1,0.529411765,0.450980392,0,0,0,NA,0,0.212121212,0.134615385,13.6,38000,50400,34000,49000,16.8,19.6,0.575757576,0,40,0.156862745,0,0,25,0.138888889,0,0,45.8,54.8,13.5,0,0,255,135,115,0,0,0,0,10,Inf,0,NA,55,1,0,0,0,0,0,0,0,0,40,0.421052632,15,0.157894737,0.757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_laurentian_3063_00000_1_7_percent,205,30,0.146341463,0.146341463,0,0,1,0.523809524,0.261904762,0.095238095,0,0,NA,0,0,0.170731707,0,43200,44000,39600,46000,10.8,18.8,0.72,0,15,0.073170732,0,0,0,0,0,0,40.2,40,14.6,15,0.272727273,210,110,55,20,0,0,0,0,NA,0,NA,45,0.642857143,0,0,15,0.214285714,0,0,0,0,45,0.391304348,10,0.086956522,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_laurentian_hills_3710_00000_3_6_percent,340,45,0.132352941,0.102941176,0,0,1,0.676470588,0.279411765,0,0,0,NA,0,0.128205128,0.117647059,6.1,47600,52000,46000,52800,9.8,15.4,0.564102564,0,0,0,0,0,0,0,0,0,37.7,38,10.3,30,0.222222222,340,230,95,0,0,0,0,10,Inf,0,NA,130,1,0,0,0,0,0,0,0,0,20,0.133333333,10,0.066666667,0.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_laurentian_valley_3711_00000_1_9_percent,950,155,0.163157895,0.131578947,0,0,1,0.586387435,0.335078534,0,0,0,NA,0,0.130841121,0.073684211,12.2,43200,46400,42200,46100,14.3,17.7,0.682242991,0,65,0.068421053,0,0,55,0.083333333,0,0,40.1,41.2,13.2,55,0.171875,955,560,320,0,0,0,0,45,Inf,0,NA,435,0.97752809,0,0,0,0,0,0,10,0.02247191,60,0.118811881,70,0.138613861,0.869158879,0.06741573,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_lebreton_development_3064_00999_20_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_ledbury_heron_gate_ridgemont_3065_00000_6_2_percent,315,50,0.158730159,0.079365079,0,0,1,0.380952381,0.492063492,0.095238095,0,0,NA,0,0.194444444,0.253968254,25,38800,41000,31000,36000,26.4,33.5,0.666666667,0,75,0.238095238,0,0,30,0.157894737,0,0,33.6,32.4,7.9,110,0.916666667,315,120,155,30,0,0,0,15,Inf,10,Inf,50,0.666666667,15,0.2,0,0,0,0,0,0,30,0.285714286,15,0.142857143,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_leslie_park_bruce_farm_3066_00000_3_8_percent,120,15,0.125,0.125,0,0,1,0.36,0.52,0.08,0,0,NA,0,0,0.083333333,18.2,62000,72000,62000,74000,8.5,11,0.818181818,0,0,0,0,0,0,0,0,NA,34.8,35.2,12.5,25,0.5,125,45,65,10,0,0,0,0,NA,0,NA,15,0.75,0,0,0,0,0,0,0,0,20,0.444444444,10,0.222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_lowertown_east_3067_00000_6_5_percent,205,25,0.12195122,0.12195122,0,0,1,0.634146341,0.292682927,0,0,0,NA,0,0.346153846,0.43902439,19,30600,32500,25600,30000,30.4,40,0.461538462,0,60,0.3,0,0,50,0.3125,0,0,39.6,36,12.2,15,0.5,205,130,60,0,0,0,0,30,Inf,0,NA,35,0.5,15,0.214285714,20,0.285714286,0,0,0,0,20,0.235294118,20,0.235294118,0.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_lowertown_west_3068_00000_6_2_percent,205,45,0.219512195,0.073170732,0,0,1,0.571428571,0.30952381,0,0,0,NA,0,0.115384615,0.341463415,6.7,52400,73000,50000,66000,6.7,9,0.692307692,0,55,0.268292683,0,NA,40,0.228571429,0,0,38,32,7.3,10,0.5,210,120,65,0,0,0,0,55,Inf,0,NA,15,0.1875,15,0.1875,40,0.5,0,0,0,0,55,0.423076923,10,0.076923077,0.884615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_madawaska_valley_3712_00000_7_7_percent,245,30,0.12244898,0.12244898,0,0,1,0.469387755,0.530612245,0,0,0,NA,0,0.125,0.102040816,19,31600,32500,32000,36500,23,29.2,0.416666667,0,25,0.102040816,0,0,20,0.142857143,0,0,35.4,31.8,12.2,0,0,245,115,130,0,0,0,0,0,NA,0,NA,80,1,0,0,0,0,0,0,0,0,10,0.117647059,10,0.117647059,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_manor_park_3069_00000_2_5_percent,315,30,0.095238095,0.174603175,0,0,1,0.333333333,0.507936508,0.095238095,0,0,NA,0,0.268292683,0.349206349,21.9,39200,44800,34000,42400,19.2,26.4,0.463414634,0,75,0.241935484,0,0,55,0.244444444,20,0.363636364,45.4,46.4,17.5,25,0.5,315,105,160,30,0,0,0,85,Inf,0,NA,45,0.5625,30,0.375,0,0,0,0,0,0,40,0.333333333,20,0.166666667,0.756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_manotick_3070_00000_1_7_percent,265,45,0.169811321,0.037735849,0,0,1,0.538461538,0.384615385,0,0,0,NA,0,0,0,10.7,74500,102000,73000,92000,3.2,3.3,0.916666667,0,0,0,0,0,0,0,0,NA,29.4,30.6,3.8,0,0,260,140,100,0,0,0,0,15,Inf,0,NA,55,0.846153846,0,0,0,0,0,0,0,0,55,0.44,20,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_marlborough_3071_00000_2_8_percent,80,20,0.25,0,0,0,1,0,0.75,0,0,0,NA,0,0,0,18.2,42000,50000,35000,44000,6,12,0.777777778,0,0,0,0,0,0,0,0,NA,32.4,27.6,0,15,0.375,80,0,60,0,0,0,0,10,Inf,0,NA,30,0.857142857,10,0.285714286,0,0,0,0,0,0,10,0.222222222,0,0,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_mc_nab_braeside_3713_00000_3_0_percent,555,95,0.171171171,0.081081081,0,0,1,0.609090909,0.354545455,0,0,0,NA,0,0.096153846,0.036036036,5.3,44800,53800,42400,50000,9.8,13.1,0.653846154,0,0,0,0,0,0,0,0,0,32.4,29.2,8.1,40,0.153846154,550,335,195,0,0,0,0,0,NA,0,NA,200,0.930232558,0,0,0,0,0,0,10,0.046511628,55,0.203703704,65,0.240740741,0.884615385,0.093023256,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_merivale_gardens_grenfell_glen_pineglen_country_place_3072_00000_1_1_percent,50,20,0.4,0,0,0,1,0.5,0.4,0,0,0,NA,0,0,0,0,60000,76000,68000,95000,4,10,1,0,0,0,0,NA,0,0,0,NA,32.5,23.4,0,10,0.333333333,50,25,20,0,0,0,0,0,NA,0,NA,15,1,0,0,0,0,0,0,0,0,10,0.4,10,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_metcalfe_3073_00000_1_7_percent,260,50,0.192307692,0.038461538,0,0,1,0.471698113,0.471698113,0.037735849,0,0,NA,0,0.172413793,0,0,56400,68500,55600,68000,3.7,8.4,0.724137931,0,20,0.075471698,0,0,15,0.085714286,0,NA,34,32.4,3.8,15,0.136363636,265,125,125,10,0,0,0,35,Inf,0,NA,90,1,0,0,0,0,0,0,0,0,40,0.307692308,25,0.192307692,0.862068966,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_mississippi_mills_3405_00000_3_5_percent,575,60,0.104347826,0.147826087,0,0,1,0.513043478,0.460869565,0,0,0,NA,0,0.131147541,0.060869565,0,45400,48800,46400,55800,10.9,18.8,0.721311475,0,55,0.095652174,0,0,30,0.083333333,0,0,38,37.6,14.8,60,0.292682927,575,295,265,0,0,0,0,10,Inf,0,NA,200,0.85106383,0,0,20,0.085106383,0,0,15,0.063829787,60,0.203389831,35,0.118644068,0.868852459,0.085106383,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_montague_3406_00000_0_5_percent,140,10,0.071428571,0.142857143,0,0,1,0.678571429,0.25,0,0,0,NA,0,0.210526316,0,0,40000,44000,41000,47000,20,16,0.526315789,0,0,0,0,0,0,0,0,0,42.4,45.2,14.3,10,0.4,140,95,35,0,0,0,0,10,Inf,0,NA,85,1,0,0,0,0,0,0,0,0,10,0.111111111,20,0.222222222,0.789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_munster_ashton_3075_00000_0_8_percent,145,20,0.137931034,0.172413793,0,0,1,0.655172414,0.310344828,0,0,0,NA,0,0,0,0,50000,51000,50000,54000,10,13,0.666666667,0,0,0,0,0,0,0,0,0,37.6,36,17.2,10,0.181818182,145,95,45,0,0,0,0,0,NA,0,NA,60,1,0,0,0,0,0,0,0,0,15,0.2,20,0.266666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_richmond_3074_00000_1_6_percent,255,50,0.196078431,0.117647059,0,0,1,0.54,0.42,0,0,0,NA,0,0.16,0.078431373,15.4,47600,56000,46400,58000,10,15.6,0.6,0,0,0,0,0,0,0,0,0,37.6,36,11.8,25,0.227272727,250,135,105,0,0,0,0,0,NA,0,NA,70,1,0,0,0,0,0,0,0,0,35,0.318181818,25,0.227272727,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_navan_sarsfield_3076_00000_3_3_percent,165,35,0.212121212,0,0,0,1,0.625,0.40625,0,0,0,NA,0,0.176470588,0,10,53000,58000,48000,56000,5.6,12.4,0.411764706,0,0,0,0,0,0,0,0,NA,29,28.2,0,0,0,160,100,65,0,0,0,0,95,Inf,10,Inf,70,1,0,0,0,0,0,0,0,0,25,0.277777778,15,0.166666667,0.764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_new_edinburgh_3077_00000_3_6_percent,115,10,0.086956522,0,0,0,1,0.434782609,0.608695652,0,0,0,NA,0,0,0.086956522,28.6,46000,46000,39000,38000,15,18,0.6,0,0,0,0,0,0,0,0,NA,27.2,25.4,0,55,0.846153846,115,50,70,0,0,0,0,0,NA,0,NA,0,0,10,0.333333333,10,0.333333333,0,0,0,0,25,0.5,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_north_algona_wilberforce_3714_00000_3_7_percent,275,25,0.090909091,0.2,0,0,1,0.654545455,0.309090909,0,0,0,NA,0,0.1875,0.109090909,25.7,42000,43200,40400,44400,16.8,23.6,0.5625,0,55,0.2,0,0,25,0.138888889,0,0,43.4,44.4,20,35,0.411764706,275,180,85,0,0,0,0,0,NA,0,NA,110,1,0,0,0,0,0,0,0,0,15,0.115384615,25,0.192307692,0.8125,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_north_dundas_3803_00000_1_5_percent,340,10,0.029411765,0.073529412,0,0,1,0.5,0.397058824,0,0,0,NA,0,0.11627907,0.117647059,11.4,47600,50000,43200,46400,17.6,18,0.627906977,0,25,0.073529412,0,0,20,0.090909091,0,0,37.8,36,7.4,0,0,340,170,135,0,0,0,0,15,Inf,0,NA,115,1,0,0,0,0,0,0,0,0,40,0.25,30,0.1875,0.906976744,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_north_glengarry_3804_00000_2_2_percent,360,35,0.097222222,0.152777778,0,0,1,0.555555556,0.416666667,0,0,0,NA,0,0.136363636,0.111111111,12.5,40000,44000,39600,47600,15,20,0.477272727,0,50,0.138888889,0,0,25,0.098039216,0,0,43.6,46.4,15.3,20,0.2,360,200,150,0,0,0,0,95,Inf,0,NA,150,1,0,0,0,0,0,0,0,0,25,0.142857143,35,0.2,0.863636364,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_north_gower_kars_3078_00000_0_9_percent,145,20,0.137931034,0.137931034,0,0,1,0.448275862,0.379310345,0.068965517,0,0,NA,0,0,0,0,57000,70000,55000,66000,7.6,9.6,0.75,0,0,0,0,0,0,0,0,0,38.8,37.2,13.8,25,0.454545455,145,65,55,10,0,0,0,0,NA,0,NA,50,1,0,0,0,0,0,0,0,0,25,0.333333333,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_north_grenville_3501_00000_2_2_percent,505,85,0.168316832,0.108910891,0,0,1,0.53,0.43,0,0,0,NA,0,0.087719298,0.089108911,11.9,45600,56000,44000,55600,8.8,14.1,0.631578947,0,40,0.079207921,0,0,35,0.1,0,0,37.8,37.6,10.9,30,0.1875,500,265,215,0,0,0,0,25,Inf,0,NA,170,0.944444444,0,0,10,0.055555556,0,0,0,0,80,0.307692308,40,0.153846154,0.912280702,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_north_stormont_3805_00000_1_7_percent,335,75,0.223880597,0.089552239,0,0,1,0.485294118,0.441176471,0,0,0,NA,0,0.09375,0.029850746,12.1,40800,42000,38400,43200,11.8,19.6,0.625,0,0,0,0,0,0,0,0,0,33.3,30.6,9,15,0.111111111,340,165,150,0,0,0,0,65,Inf,10,Inf,80,1,0,0,0,0,0,0,0,0,65,0.448275862,20,0.137931034,0.875,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_old_barrhaven_east_3079_00000_2_0_percent,535,110,0.205607477,0.056074766,0,0,1,0.523364486,0.429906542,0.028037383,0,0,NA,0,0.072727273,0.121495327,12.5,42800,44400,43000,49200,8,14.9,0.745454545,0,25,0.046728972,0,0,15,0.040540541,0,0,32.8,32,5.6,70,0.325581395,535,280,230,15,0,0,0,10,Inf,0,NA,155,0.775,20,0.1,0,0,10,0.05,10,0.05,85,0.303571429,25,0.089285714,0.909090909,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_old_barrhaven_west_3080_00000_1_1_percent,565,60,0.10619469,0.097345133,0,0,1,0.5,0.383928571,0.053571429,0,0,NA,0,0.049180328,0.044247788,8.6,52600,58800,48400,56200,9.1,13.3,0.62295082,0,20,0.035714286,0,0,0,0,0,0,34,33.6,9.7,40,0.166666667,560,280,215,30,0,0,0,65,Inf,0,NA,130,0.742857143,35,0.2,0,0,0,0,10,0.057142857,90,0.333333333,40,0.148148148,0.950819672,0.171428571,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,1
